event_id,download_date,user_id,app,category,rating,reviews,app_size,installs,app_type,price,content_rating,genres,last_updated,current_version,android_version,app_id,user_name,user_age,user_location
305,2021-03-30 16:32:58,927,Manga - read Thai translation,COMICS,4.6,302,2200000.0,10000,Free,0.0,Teen,Comics,2018-07-03,1.0,4.0 and up,6526,Stephen Barry,57,Illinois
306,2021-03-30 16:32:59,827,The Vietnam Story - Fun Stories,COMICS,4.5,438,3400000.0,10000,Free,0.0,Everyone,Comics,2017-12-27,1.0,2.3 and up,8905,Christina Becker,35,Minnesota
307,2021-03-30 16:33:00,590,Dragon Ball Wallpaper - Ringtones,COMICS,4.7,73,8300000.0,10000,Free,0.0,Everyone,Comics,2018-07-23,1.9,4.0.3 and up,3939,Thomas Graham,28,Wisconsin
308,2021-03-30 16:33:01,104,Funny Jokes Photos,COMICS,4.4,39,4300000.0,10000,Free,0.0,Everyone 10+,Comics,2018-07-03,1.1,4.2 and up,5206,Paul Hayes,38,Hawaii
309,2021-03-30 16:33:02,211,Truyện Vui Tý Quậy,COMICS,4.5,144,4700000.0,10000,Free,0.0,Everyone,Comics,2018-07-19,3.0,4.0.3 and up,9119,Katherine Miller,37,Mississippi
310,2021-03-30 16:33:03,675,Comic Es - Shojo manga / love comics free of charge ♪ ♪,COMICS,3.9,2181,10000000.0,100000,Free,0.0,Teen,Comics,2018-03-05,1.2.12,4.0.3 and up,3138,Emily Mckinney,31,Rhode Island
311,2021-03-30 16:33:04,670,comico Popular Original Cartoon Updated Everyday Comico,COMICS,3.2,93965,15000000.0,5000000,Free,0.0,Teen,Comics,2018-07-03,6.3.0,4.0.3 and up,9882,Jessica Fuller,23,Michigan
312,2021-03-30 16:33:05,808,Daily Manga - Comic & Webtoon,COMICS,3.2,1446,7100000.0,100000,Free,0.0,Mature 17+,Comics,2018-05-18,1.0,4.0.3 and up,3666,Katrina Butler,14,New Mexico
313,2021-03-30 16:33:06,112,"漫咖 Comics - Manga,Novel and Stories",COMICS,4.1,12088,21000000.0,1000000,Free,0.0,Mature 17+,Comics,2018-07-06,2.3.1,4.0.3 and up,10151,Michelle Silva,57,Oregon
314,2021-03-30 16:33:07,606,Emmanuella Funny Videos 2018,COMICS,4.5,314,6100000.0,100000,Free,0.0,Everyone,Comics,2018-05-23,3.1.0,4.1 and up,4454,Beth Martin,15,California
315,2021-03-30 16:33:08,95,DC Comics,COMICS,4.2,25671,0.0,1000000,Free,0.0,Teen,Comics,2018-06-05,Varies with device,Varies with device,3336,Lauren Price,43,Alabama
316,2021-03-30 16:33:09,108,Manga Zero - Japanese cartoon and comic reader,COMICS,4.2,15194,15000000.0,1000000,Free,0.0,Teen,Comics,2018-07-19,4.7.3,4.2 and up,6533,Jeremy Hunter,38,Nebraska
317,2021-03-30 16:33:10,776,Marvel Unlimited,COMICS,3.7,22551,11000000.0,1000000,Free,0.0,Teen,Comics,2018-07-24,3.16.0,4.4 and up,6561,Samuel Fox,33,Virginia
318,2021-03-30 16:33:11,572,"Tapas – Comics, Novels, and Stories",COMICS,4.5,29839,29000000.0,1000000,Free,0.0,Teen,Comics,2018-07-31,4.1.0,4.4 and up,8767,Toni Lewis,49,Utah
319,2021-03-30 16:33:12,457,Children's cartoons (Mithu-Mina-Raju),COMICS,4.6,279,3300000.0,100000,Free,0.0,Everyone,Comics,2017-12-18,1.6,4.0 and up,3014,Brandon Peterson,17,New Mexico
320,2021-03-30 16:33:13,835,Narrator's Voice,COMICS,4.5,564387,0.0,5000000,Free,0.0,Everyone,Comics,2018-07-05,Varies with device,Varies with device,7027,Kathryn Stewart,44,Massachusetts
321,2021-03-30 16:33:14,213,【Ranobbe complete free】 Novelba - Free app that you can read and write novels,COMICS,4.3,1330,22000000.0,50000,Free,0.0,Everyone,Comics,2018-07-03,6.1.1,4.2 and up,10143,Priscilla Patel,33,Michigan
322,2021-03-30 16:33:15,341,Faustop Sounds,COMICS,4.7,1677,40000000.0,100000,Free,0.0,Everyone,Comics,2018-05-26,1.7.7,4.1 and up,4903,Eugene Ramirez,14,Illinois
323,2021-03-30 16:33:16,934,Manga Mania - Best online manga reader,COMICS,4.4,757,10000000.0,10000,Free,0.0,Teen,Comics,2018-05-24,1.0,4.1 and up,6529,Jodi Page,51,Nebraska
324,2021-03-30 16:33:17,638,- Free Comics - Comic Apps,COMICS,3.5,115,9100000.0,10000,Free,0.0,Mature 17+,Comics,2018-07-13,5.0.12,5.0 and up,502,Steven Moore,26,Nebraska
325,2021-03-30 16:33:18,361,Manga AZ - Manga Comic Reader,COMICS,3.3,125,4700000.0,5000,Free,0.0,Teen,Comics,2018-07-24,1.0.4,4.0.3 and up,6527,Laura Galvan,20,Kentucky
326,2021-03-30 16:33:19,349,Buff Thun - Daily Free Webtoon / Comics / Web Fiction / Mini Game,COMICS,4.5,9952,38000000.0,500000,Free,0.0,Everyone 10+,Comics,2018-07-31,4.3.0,4.1 and up,2309,Tiffany Finley,14,Montana
327,2021-03-30 16:33:20,567,pixiv comic - everyone's manga app,COMICS,4.4,18814,0.0,1000000,Free,0.0,Mature 17+,Comics,2018-07-30,Varies with device,Varies with device,10068,Robert Mcmillan,29,Nebraska
328,2021-03-30 16:33:21,328,Funny Jokes and Stories 2018,COMICS,4.2,21,6700000.0,5000,Free,0.0,Everyone,Comics,2018-03-31,1.3,4.0 and up,5207,Donald Harrison,58,South Carolina
329,2021-03-30 16:33:22,192,Hojiboy Tojiboyev Life Hacks,COMICS,5.0,15,37000000.0,1000,Free,0.0,Everyone,Comics,2018-06-26,2.0,4.0.3 and up,5701,Jessica Robinson,41,Illinois
330,2021-03-30 16:33:23,298,Perfect Viewer,COMICS,4.4,51981,0.0,5000000,Free,0.0,Everyone,Comics,2018-08-01,4.2.0.2,2.3 and up,7425,Jessica Hall,60,North Dakota
331,2021-03-30 16:33:24,626,"Best Wallpapers Backgrounds(100,000+ 4K HD)",COMICS,4.7,3596,7800000.0,10000,Free,0.0,Teen,Comics,2018-06-16,1.01,4.0.3 and up,2058,Mark Shields,15,Kentucky
332,2021-03-30 16:33:25,857,think Comics,COMICS,4.4,1006,19000000.0,50000,Free,0.0,Everyone,Comics,2018-08-03,2.3.3,4.0.3 and up,10097,Jonathan Ibarra,32,Vermont
333,2021-03-30 16:33:26,240,Memes Button,COMICS,4.4,5968,5700000.0,1000000,Free,0.0,Everyone,Comics,2018-05-28,1.4,4.0 and up,6639,Ryan Smith,60,Massachusetts
334,2021-03-30 16:33:27,608,"Laftel - Watching and Announcing Snooping, Streaming",COMICS,4.6,4895,35000000.0,100000,Free,0.0,Everyone,Comics,2018-08-02,2.4.25,4.4 and up,6191,Mark Kim,40,New Jersey
335,2021-03-30 16:33:28,91,Messenger – Text and Video Chat for Free,COMMUNICATION,4.0,56642847,0.0,1000000000,Free,0.0,Everyone,Communication,2018-08-01,Varies with device,Varies with device,6665,Karen Gray,59,Indiana
336,2021-03-30 16:33:29,126,WhatsApp Messenger,COMMUNICATION,4.4,69119316,0.0,1000000000,Free,0.0,Everyone,Communication,2018-08-03,Varies with device,Varies with device,9541,Robin Webster,22,North Dakota
337,2021-03-30 16:33:30,826,Messenger for SMS,COMMUNICATION,4.3,125257,17000000.0,10000000,Free,0.0,Teen,Communication,2018-06-06,1.8.9,4.1 and up,6664,Brian Ramirez,49,Illinois
338,2021-03-30 16:33:31,87,Google Chrome: Fast & Secure,COMMUNICATION,4.3,9642995,0.0,1000000000,Free,0.0,Everyone,Communication,2018-08-01,Varies with device,Varies with device,5421,Timothy Francis,48,Nevada
339,2021-03-30 16:33:32,83,Messenger Lite: Free Calls & Messages,COMMUNICATION,4.4,1429035,0.0,100000000,Free,0.0,Everyone,Communication,2018-07-25,37.0.0.7.163,2.3 and up,6661,Frank Moody,38,Alabama
340,2021-03-30 16:33:33,460,Gmail,COMMUNICATION,4.3,4604324,0.0,1000000000,Free,0.0,Everyone,Communication,2018-08-02,Varies with device,Varies with device,5369,Sabrina Hernandez,35,Louisiana
341,2021-03-30 16:33:34,43,Hangouts,COMMUNICATION,4.0,3419249,0.0,1000000000,Free,0.0,Everyone,Communication,2018-07-21,Varies with device,Varies with device,5618,Steven Drake,39,Wyoming
342,2021-03-30 16:33:35,99,Viber Messenger,COMMUNICATION,4.3,11334799,0.0,500000000,Free,0.0,Everyone,Communication,2018-07-18,Varies with device,Varies with device,9315,William Steele,20,Texas
343,2021-03-30 16:33:36,107,My Tele2,COMMUNICATION,4.3,158679,8800000.0,5000000,Free,0.0,Everyone,Communication,2018-08-03,2.4.1,4.4 and up,6937,Jacob Mueller,49,Arizona
344,2021-03-30 16:33:37,312,Firefox Browser fast & private,COMMUNICATION,4.4,3075028,0.0,100000000,Free,0.0,Everyone,Communication,2018-07-10,Varies with device,Varies with device,4965,Sarah Nelson,23,Alaska
345,2021-03-30 16:33:38,157,Yahoo Mail – Stay Organized,COMMUNICATION,4.3,4187998,16000000.0,100000000,Free,0.0,Everyone,Communication,2018-07-18,5.29.3,4.4 and up,9693,Mrs. Michelle Hall DDS,30,Michigan
346,2021-03-30 16:33:39,706,imo beta free calls and text,COMMUNICATION,4.3,659395,11000000.0,100000000,Free,0.0,Everyone,Communication,2018-06-07,9.8.000000010492,4.0 and up,10006,Nathan Sanchez,57,Rhode Island
347,2021-03-30 16:33:40,989,imo free video calls and chat,COMMUNICATION,4.3,4785892,11000000.0,500000000,Free,0.0,Everyone,Communication,2018-06-08,9.8.000000010501,4.0 and up,10007,Victor Jennings,59,Connecticut
348,2021-03-30 16:33:41,468,Contacts,COMMUNICATION,4.3,66602,0.0,50000000,Free,0.0,Everyone,Communication,2018-06-26,2.8.4.201036949,5.0 and up,3165,Blake Ferguson,59,Ohio
349,2021-03-30 16:33:42,905,Call Free – Free Call,COMMUNICATION,4.3,30209,15000000.0,5000000,Free,0.0,Everyone,Communication,2018-07-28,1.3.4,4.1 and up,2817,Margaret Pacheco,24,Minnesota
350,2021-03-30 16:33:43,634,Web Browser & Explorer,COMMUNICATION,4.0,36901,6600000.0,5000000,Free,0.0,Everyone,Communication,2018-07-04,11.8.6,4.0.3 - 7.1.1,9507,Nathan Peters,50,Arizona
351,2021-03-30 16:33:44,683,Opera Mini - fast web browser,COMMUNICATION,4.5,5149854,0.0,100000000,Free,0.0,Everyone,Communication,2018-07-19,Varies with device,Varies with device,7268,Alexander Monroe,58,Georgia
352,2021-03-30 16:33:45,326,Browser 4G,COMMUNICATION,4.3,192948,6600000.0,10000000,Free,0.0,Everyone,Communication,2018-06-19,24.6.6,4.0.3 - 7.1.1,2283,Debra Calhoun,46,Nevada
353,2021-03-30 16:33:46,668,MegaFon Dashboard,COMMUNICATION,3.7,99559,0.0,10000000,Free,0.0,Everyone,Communication,2018-07-30,Varies with device,Varies with device,6628,Jacob Mercer,47,Delaware
354,2021-03-30 16:33:47,971,ZenUI Dialer & Contacts,COMMUNICATION,4.5,437674,0.0,10000000,Free,0.0,Everyone,Communication,2018-08-01,Varies with device,Varies with device,9770,Jeremy Henry,46,Georgia
355,2021-03-30 16:33:48,896,Cricket Visual Voicemail,COMMUNICATION,3.9,13698,5100000.0,10000000,Free,0.0,Everyone,Communication,2018-07-02,3.2.0.100171,4.1 and up,3243,Kevin Acevedo,27,Delaware
356,2021-03-30 16:33:49,355,Opera Browser: Fast and Secure,COMMUNICATION,4.4,2473509,0.0,100000000,Free,0.0,Everyone,Communication,2018-07-31,47.1.2249.129326,Varies with device,7267,Leroy Simpson,64,Idaho
357,2021-03-30 16:33:50,408,TracFone My Account,COMMUNICATION,3.6,20769,18000000.0,1000000,Free,0.0,Everyone,Communication,2018-07-11,R6.0.3,4.1 and up,9053,Patrick Thompson,51,Kentucky
358,2021-03-30 16:33:51,588,Firefox Focus: The privacy browser,COMMUNICATION,4.4,36880,4000000.0,1000000,Free,0.0,Everyone,Communication,2018-07-06,5.2,5.0 and up,4966,John Goodwin DDS,30,Wisconsin
359,2021-03-30 16:33:52,642,Google Voice,COMMUNICATION,4.2,171031,0.0,10000000,Free,0.0,Everyone,Communication,2018-08-03,Varies with device,Varies with device,5447,Elizabeth Valencia,38,California
360,2021-03-30 16:33:53,461,Chrome Dev,COMMUNICATION,4.4,63543,0.0,5000000,Free,0.0,Everyone,Communication,2018-08-02,69.0.3497.24,Varies with device,3031,Kyle David,45,Nebraska
361,2021-03-30 16:33:54,664,Xperia Link™,COMMUNICATION,4.1,45487,0.0,10000000,Free,0.0,Everyone,Communication,2016-10-27,Varies with device,Varies with device,9682,Katherine Jones,32,West Virginia
362,2021-03-30 16:33:55,255,TouchPal Keyboard - Fun Emoji & Android Keyboard,COMMUNICATION,4.4,615381,37000000.0,10000000,Free,0.0,Mature 17+,Communication,2018-08-02,6.7.9.1,4.0.3 and up,9036,Erin Andrews,40,Missouri
363,2021-03-30 16:33:56,573,Who,COMMUNICATION,4.3,2451083,0.0,100000000,Free,0.0,Teen,Communication,2018-08-03,Varies with device,Varies with device,9564,Gina Garcia,39,Iowa
364,2021-03-30 16:33:57,687,Skype Lite - Free Video Call & Chat,COMMUNICATION,4.2,33053,22000000.0,5000000,Free,0.0,Everyone,Communication,2018-07-31,1.60.0.31354-release,4.0.3 and up,8345,Matthew Stone,22,New Mexico
365,2021-03-30 16:33:58,912,WeChat,COMMUNICATION,4.2,5387333,0.0,100000000,Free,0.0,Everyone,Communication,2018-07-31,Varies with device,Varies with device,9483,James Martin,38,New Mexico
366,2021-03-30 16:33:59,353,UC Browser Mini -Tiny Fast Private & Secure,COMMUNICATION,4.4,3648120,3300000.0,100000000,Free,0.0,Teen,Communication,2018-07-18,11.4.0,4.0 and up,9173,Barry Brown,16,Texas
367,2021-03-30 16:34:00,642,WhatsApp Business,COMMUNICATION,4.4,136662,32000000.0,10000000,Free,0.0,Everyone,Communication,2018-07-30,2.18.116,4.0.3 and up,9540,Elizabeth Valencia,38,California
368,2021-03-30 16:34:01,742,My magenta,COMMUNICATION,3.9,42370,37000000.0,1000000,Free,0.0,Everyone,Communication,2018-06-25,7.5.1,5.0 and up,6950,Margaret Shaw,58,Ohio
369,2021-03-30 16:34:02,346,Android Messages,COMMUNICATION,4.2,781810,0.0,100000000,Free,0.0,Everyone,Communication,2018-08-01,Varies with device,Varies with device,1215,Brent Larsen,46,Utah
370,2021-03-30 16:34:03,591,Telegram,COMMUNICATION,4.4,3128250,0.0,100000000,Free,0.0,Mature 17+,Communication,2018-07-27,Varies with device,Varies with device,8796,Thomas Brady,41,Texas
371,2021-03-30 16:34:04,539,Google Duo - High Quality Video Calls,COMMUNICATION,4.6,2083237,0.0,500000000,Free,0.0,Everyone,Communication,2018-07-31,37.1.206017801.DR37_RC14,4.4 and up,5425,Molly Hamilton,30,Kansas
372,2021-03-30 16:34:05,338,Puffin Web Browser,COMMUNICATION,4.3,541389,0.0,10000000,Free,0.0,Everyone,Communication,2018-07-09,7.5.3.20547,4.1 and up,7679,Courtney Martin,23,Kansas
373,2021-03-30 16:34:06,829,Seznam.cz,COMMUNICATION,4.3,46702,0.0,1000000,Free,0.0,Everyone,Communication,2018-07-04,Varies with device,Varies with device,8249,Brian Graham,28,North Carolina
374,2021-03-30 16:34:07,559,Antillean Gold Telegram (original version),COMMUNICATION,4.4,2939,17000000.0,100000,Free,0.0,Everyone,Communication,2018-07-16,2.1,4.1 and up,1267,Jerry Thomas,21,Minnesota
375,2021-03-30 16:34:08,266,AT&T Visual Voicemail,COMMUNICATION,3.7,13761,0.0,10000000,Free,0.0,Everyone,Communication,2018-06-27,Varies with device,Varies with device,894,Michael Wagner,57,Tennessee
376,2021-03-30 16:34:09,254,GMX Mail,COMMUNICATION,4.3,258556,0.0,10000000,Free,0.0,Everyone,Communication,2018-07-25,Varies with device,Varies with device,5253,Katie Novak,45,South Dakota
377,2021-03-30 16:34:10,561,Omlet Chat,COMMUNICATION,3.9,40751,35000000.0,10000000,Free,0.0,Teen,Communication,2016-11-04,2.2.7600,4.0.3 and up,7233,Alexander Gregory,32,Vermont
378,2021-03-30 16:34:11,791,UC Browser - Fast Download Private & Secure,COMMUNICATION,4.5,17712922,40000000.0,500000000,Free,0.0,Teen,Communication,2018-08-02,12.8.5.1121,4.0 and up,9172,Jodi Todd,35,Mississippi
379,2021-03-30 16:34:12,451,My Vodacom SA,COMMUNICATION,3.7,25021,61000000.0,5000000,Free,0.0,Everyone,Communication,2018-06-26,9.9.0,4.3 and up,6941,Charles Ryan,49,California
380,2021-03-30 16:34:13,776,Microsoft Edge,COMMUNICATION,4.3,27187,66000000.0,5000000,Free,0.0,Everyone,Communication,2018-07-28,42.0.0.2059,4.4 and up,6684,Samuel Fox,33,Virginia
381,2021-03-30 16:34:14,845,WhatsApp Messenger,COMMUNICATION,4.4,69119316,0.0,1000000000,Free,0.0,Everyone,Communication,2018-08-03,Varies with device,Varies with device,9541,Jacob Griffin,49,Connecticut
382,2021-03-30 16:34:15,405,Messenger – Text and Video Chat for Free,COMMUNICATION,4.0,56646578,0.0,1000000000,Free,0.0,Everyone,Communication,2018-08-01,Varies with device,Varies with device,6665,Yvonne Jackson,18,Alabama
383,2021-03-30 16:34:16,733,imo free video calls and chat,COMMUNICATION,4.3,4785988,11000000.0,500000000,Free,0.0,Everyone,Communication,2018-06-08,9.8.000000010501,4.0 and up,10007,Natalie Rose,18,Alabama
384,2021-03-30 16:34:17,960,Hangouts Dialer - Call Phones,COMMUNICATION,4.0,122498,79000.0,10000000,Free,0.0,Everyone,Communication,2015-09-02,0.1.100944346,4.0.3 and up,5619,Mary James,60,Nebraska
385,2021-03-30 16:34:18,19,Viber Messenger,COMMUNICATION,4.3,11334973,0.0,500000000,Free,0.0,Everyone,Communication,2018-07-18,Varies with device,Varies with device,9315,Melissa Brown,31,West Virginia
386,2021-03-30 16:34:19,618,Hangouts,COMMUNICATION,4.0,3419433,0.0,1000000000,Free,0.0,Everyone,Communication,2018-07-21,Varies with device,Varies with device,5618,William Cole,28,South Carolina
387,2021-03-30 16:34:20,912,"Talkatone: Free Texts, Calls & Phone Number",COMMUNICATION,4.1,132014,25000000.0,10000000,Free,0.0,Everyone,Communication,2018-07-18,6.1,4.2 and up,8742,James Martin,38,New Mexico
388,2021-03-30 16:34:21,628,Calls & Text by Mo+,COMMUNICATION,4.2,83239,14000000.0,5000000,Free,0.0,Everyone,Communication,2018-04-19,3.0.4,4.0 and up,2826,Mrs. Patty Mason,43,Nevada
389,2021-03-30 16:34:22,776,free video calls and chat,COMMUNICATION,4.2,594728,0.0,50000000,Free,0.0,Everyone,Communication,2018-07-19,7.3(800241),4.4 and up,9960,Samuel Fox,33,Virginia
390,2021-03-30 16:34:23,461,WeChat,COMMUNICATION,4.2,5387446,0.0,100000000,Free,0.0,Everyone,Communication,2018-07-31,Varies with device,Varies with device,9483,Kyle David,45,Nebraska
391,2021-03-30 16:34:24,391,Skype - free IM & video calls,COMMUNICATION,4.1,10484169,0.0,1000000000,Free,0.0,Everyone,Communication,2018-08-03,Varies with device,Varies with device,8344,Amy White,40,California
392,2021-03-30 16:34:25,183,Telegram,COMMUNICATION,4.4,3128509,0.0,100000000,Free,0.0,Mature 17+,Communication,2018-07-27,Varies with device,Varies with device,8796,Tammy Townsend,18,Montana
393,2021-03-30 16:34:26,736,Who,COMMUNICATION,4.3,2451093,0.0,100000000,Free,0.0,Teen,Communication,2018-08-03,Varies with device,Varies with device,9564,William Garrett,46,Texas
394,2021-03-30 16:34:27,629,Google Voice,COMMUNICATION,4.2,171031,0.0,10000000,Free,0.0,Everyone,Communication,2018-08-03,Varies with device,Varies with device,5447,Joseph Thomas,33,Wyoming
395,2021-03-30 16:34:28,172,"GO SMS Pro - Messenger, Free Themes, Emoji",COMMUNICATION,4.4,2876500,24000000.0,100000000,Free,0.0,Everyone,Communication,2018-08-01,7.73,4.0 and up,5262,Sarah Smith,63,Minnesota
396,2021-03-30 16:34:29,889,Android Messages,COMMUNICATION,4.2,781810,0.0,100000000,Free,0.0,Everyone,Communication,2018-08-01,Varies with device,Varies with device,1215,John Dunn,56,Kansas
397,2021-03-30 16:34:30,824,"Messaging+ SMS, MMS Free",COMMUNICATION,4.1,28238,17000000.0,1000000,Free,0.0,Everyone,Communication,2018-08-02,4.98,2.3 and up,6657,Travis Thompson,61,California
398,2021-03-30 16:34:31,766,chomp SMS,COMMUNICATION,4.3,335646,8300000.0,10000000,Free,0.0,Everyone,Communication,2018-07-26,7.21,2.3 and up,9872,John Gonzalez,49,Tennessee
399,2021-03-30 16:34:32,863,Glide - Video Chat Messenger,COMMUNICATION,4.3,350154,0.0,10000000,Free,0.0,Everyone,Communication,2018-07-29,Varies with device,Varies with device,5363,Stephanie Cook,41,Virginia
400,2021-03-30 16:34:33,970,Text SMS,COMMUNICATION,4.5,349384,8200000.0,10000000,Free,0.0,Everyone,Communication,2018-07-24,3.47,4.0.3 and up,8830,Emily Brown,19,New Mexico
401,2021-03-30 16:34:34,569,Google Allo,COMMUNICATION,4.3,346982,0.0,10000000,Free,0.0,Everyone,Communication,2018-01-23,Varies with device,4.1 and up,5415,Sherri Oliver,14,Maryland
402,2021-03-30 16:34:35,327,Talkray - Free Calls & Texts,COMMUNICATION,4.2,244863,0.0,10000000,Free,0.0,Everyone,Communication,2018-05-29,Varies with device,Varies with device,8758,Daniel Wolfe,22,Texas
403,2021-03-30 16:34:36,475,LINE: Free Calls & Messages,COMMUNICATION,4.2,10790289,0.0,500000000,Free,0.0,Everyone,Communication,2018-07-26,Varies with device,Varies with device,6172,Christina Martinez,21,New York
404,2021-03-30 16:34:37,725,GroupMe,COMMUNICATION,4.5,330761,0.0,10000000,Free,0.0,Everyone,Communication,2018-07-03,Varies with device,Varies with device,5474,Michelle Davila,37,Idaho
405,2021-03-30 16:34:38,926,mysms SMS Text Messaging Sync,COMMUNICATION,4.3,37320,8400000.0,1000000,Free,0.0,Everyone,Communication,2018-07-30,6.5.1,4.0.3 and up,10056,Scott Suarez,60,Kansas
406,2021-03-30 16:34:39,374,BBM - Free Calls & Messages,COMMUNICATION,4.3,12842860,0.0,100000000,Free,0.0,Everyone,Communication,2018-08-02,Varies with device,4.0.3 and up,1466,Robert Martin,34,Massachusetts
407,2021-03-30 16:34:40,935,KakaoTalk: Free Calls & Text,COMMUNICATION,4.3,2546527,0.0,100000000,Free,0.0,Everyone,Communication,2018-08-03,Varies with device,Varies with device,6045,Teresa Jensen,52,Idaho
408,2021-03-30 16:34:41,442,Firefox Focus: The privacy browser,COMMUNICATION,4.4,36893,4000000.0,1000000,Free,0.0,Everyone,Communication,2018-07-06,5.2,5.0 and up,4966,Robert Johnson,60,Rhode Island
409,2021-03-30 16:34:42,838,2ndLine - Second Phone Number,COMMUNICATION,4.2,15880,32000000.0,1000000,Free,0.0,Everyone,Communication,2018-08-03,5.65.0,4.0 and up,547,Christopher Compton,18,Tennessee
410,2021-03-30 16:34:43,282,Google Allo,COMMUNICATION,4.3,346980,0.0,10000000,Free,0.0,Everyone,Communication,2018-01-23,Varies with device,4.1 and up,5415,Lori Jenkins,42,Idaho
411,2021-03-30 16:34:44,232,Google Chrome: Fast & Secure,COMMUNICATION,4.3,9643041,0.0,1000000000,Free,0.0,Everyone,Communication,2018-08-01,Varies with device,Varies with device,5421,Rebecca Flores,31,Wyoming
412,2021-03-30 16:34:45,752,Firefox Browser fast & private,COMMUNICATION,4.4,3075118,0.0,100000000,Free,0.0,Everyone,Communication,2018-07-10,Varies with device,Varies with device,4965,Alyssa Morris,37,Connecticut
413,2021-03-30 16:34:46,462,"CM Browser - Ad Blocker , Fast Download , Privacy",COMMUNICATION,4.6,2264916,6100000.0,50000000,Free,0.0,Everyone,Communication,2018-07-31,5.22.18.0006,4.0 and up,2601,Yolanda Estrada,46,New Jersey
414,2021-03-30 16:34:47,262,Puffin Web Browser,COMMUNICATION,4.3,541389,0.0,10000000,Free,0.0,Everyone,Communication,2018-07-09,7.5.3.20547,4.1 and up,7679,Christopher Davis,31,California
415,2021-03-30 16:34:48,420,Opera Browser: Fast and Secure,COMMUNICATION,4.4,2473693,0.0,100000000,Free,0.0,Everyone,Communication,2018-07-31,47.1.2249.129326,Varies with device,7267,Dr. Karen Ortiz,39,Illinois
416,2021-03-30 16:34:49,488,Ninesky Browser,COMMUNICATION,4.2,42925,2800000.0,1000000,Free,0.0,Everyone,Communication,2017-08-27,6.1,2.3 and up,7117,Michael Knight,26,Tennessee
417,2021-03-30 16:34:50,508,Opera Mini - fast web browser,COMMUNICATION,4.5,5150471,0.0,100000000,Free,0.0,Everyone,Communication,2018-07-19,Varies with device,Varies with device,7268,Julie Gordon,55,Texas
418,2021-03-30 16:34:51,232,"Dolphin Browser - Fast, Private & Adblock🐬",COMMUNICATION,4.5,2511130,0.0,50000000,Free,0.0,Everyone,Communication,2018-07-02,Varies with device,Varies with device,3837,Rebecca Flores,31,Wyoming
419,2021-03-30 16:34:52,309,UC Browser Mini -Tiny Fast Private & Secure,COMMUNICATION,4.4,3648480,3300000.0,100000000,Free,0.0,Teen,Communication,2018-07-18,11.4.0,4.0 and up,9173,Jeremy Avila,52,New Hampshire
420,2021-03-30 16:34:53,770,UC Browser - Fast Download Private & Secure,COMMUNICATION,4.5,17714850,40000000.0,500000000,Free,0.0,Teen,Communication,2018-08-02,12.8.5.1121,4.0 and up,9172,Frank Brooks,48,Rhode Island
421,2021-03-30 16:34:54,404,Ghostery Privacy Browser,COMMUNICATION,4.1,13100,2200000.0,1000000,Free,0.0,Everyone,Communication,2018-03-20,1.4.1.0,4.0.3 and up,5343,Christopher Perez,44,Hawaii
422,2021-03-30 16:34:55,754,InBrowser - Incognito Browsing,COMMUNICATION,4.2,27156,0.0,1000000,Free,0.0,Everyone,Communication,2018-05-31,Varies with device,Varies with device,5868,Gloria Welch,59,Nebraska
423,2021-03-30 16:34:56,678,Web Browser for Android,COMMUNICATION,4.1,55098,4300000.0,1000000,Free,0.0,Everyone,Communication,2018-06-20,2.2,4.0 and up,9510,Carla Welch,24,Minnesota
424,2021-03-30 16:34:57,7,DU Browser—Browse fast & fun,COMMUNICATION,4.3,1133501,4700000.0,10000000,Free,0.0,Everyone,Communication,2016-04-01,6.4.0.4,4.0 and up,3572,Dr. Laura Lara,26,Oklahoma
425,2021-03-30 16:34:58,153,Lightning Web Browser,COMMUNICATION,4.1,12578,2300000.0,500000,Free,0.0,Everyone,Communication,2017-07-10,4.5.1,4.0 and up,6316,Gary Yang,31,New Hampshire
426,2021-03-30 16:34:59,172,Web Browser,COMMUNICATION,4.2,10965,2300000.0,500000,Free,0.0,Everyone,Communication,2015-02-02,2.0,3.0 and up,9506,Sarah Smith,63,Minnesota
427,2021-03-30 16:35:00,866,Puffin Browser Pro,COMMUNICATION,4.0,18247,0.0,100000,Paid,3.99,Everyone,Communication,2018-07-05,7.5.3.20547,4.1 and up,7678,Jacqueline Ross,55,Kansas
428,2021-03-30 16:35:01,807,Contacts+,COMMUNICATION,4.2,190613,11000000.0,10000000,Free,0.0,Everyone,Communication,2018-07-31,5.85.1,4.0.3 and up,3166,Jennifer Ward,45,Wyoming
429,2021-03-30 16:35:02,793,ExDialer - Dialer & Contacts,COMMUNICATION,4.2,125232,2700000.0,10000000,Free,0.0,Everyone,Communication,2017-03-05,196,2.1 and up,4550,Tina Stone,16,South Carolina
430,2021-03-30 16:35:03,250,Calls & Text by Mo+,COMMUNICATION,4.2,83239,14000000.0,5000000,Free,0.0,Everyone,Communication,2018-04-19,3.0.4,4.0 and up,2826,Brandy Nelson,47,Wisconsin
431,2021-03-30 16:35:04,636,Viber Messenger,COMMUNICATION,4.3,11334973,0.0,500000000,Free,0.0,Everyone,Communication,2018-07-18,Varies with device,Varies with device,9315,Lee Martin,50,Kansas
