"event_id","download_date","user_id","app","category","rating","reviews","app_size","installs","app_type","price","content_rating","genres","last_updated","current_version","android_version","app_id","user_name","user_age","user_location","time_spent_min"
"204","2021-05-11","457","HTC Help","BOOKS_AND_REFERENCE","4.2","8342","Varies with device","10,000,000+","Free","0","Everyone","Books & Reference","August 28, 2017","9.00.950462","7.0 and up","5577","Katherine Gordon","51","Virginia","45"
"205","2021-05-11","258","Ancestry","BOOKS_AND_REFERENCE","4.3","64513","Varies with device","5,000,000+","Free","0","Everyone","Books & Reference","July 31, 2018","Varies with device","Varies with device","1211","Jeffrey Lewis","30","Pennsylvania","170"
"206","2021-05-11","305","Free Book Reader","BOOKS_AND_REFERENCE","3.4","1680","4.0M","100,000+","Free","0","Everyone","Books & Reference","August 20, 2016","3.05","4.0.3 and up","5115","Patricia Ross","46","Texas","147"
"207","2021-05-12","88","Mobile Doc Scanner (MDScan) Lite","BUSINESS","4.2","46505","19M","1,000,000+","Free","0","Everyone","Business","August 2, 2018","3.4.49","4.1 and up","6745","Cheryl Haas","51","Mississippi","182"
"208","2021-05-12","286","Insightly CRM","BUSINESS","3.8","1383","51M","100,000+","Free","0","Everyone","Business","July 12, 2018","3.24.1","5.0 and up","5890","Heather Miller","48","Kentucky","225"
"209","2021-05-12","285","TurboScan: scan documents and receipts in PDF","BUSINESS","4.7","11442","6.8M","100,000+","Paid","$4.99","Everyone","Business","March 25, 2018","1.5.2","4.0 and up","9134","Courtney Grant","24","Montana","135"
"210","2021-05-12","295","Tiny Scanner Pro: PDF Doc Scan","BUSINESS","4.8","10295","39M","100,000+","Paid","$4.99","Everyone","Business","April 11, 2017","3.4.6","3.0 and up","8988","Vernon Gilbert","37","Montana","73"
"211","2021-05-12","99","Box","BUSINESS","4.2","159872","Varies with device","10,000,000+","Free","0","Everyone","Business","July 31, 2018","Varies with device","Varies with device","2245","Virginia Ortiz","53","Montana","99"
"212","2021-05-12","352","Google Ads","BUSINESS","4.3","29313","20M","5,000,000+","Free","0","Everyone","Business","July 30, 2018","1.12.0","4.0.3 and up","5414","Alicia Gomez","19","Pennsylvania","85"
"213","2021-05-12","278","Google My Business","BUSINESS","4.4","70991","Varies with device","5,000,000+","Free","0","Everyone","Business","July 24, 2018","2.19.0.204537701","4.4 and up","5432","Michael Gardner","37","South Carolina","163"
"214","2021-05-12","161","Slack","BUSINESS","4.4","51507","Varies with device","5,000,000+","Free","0","Everyone","Business","August 2, 2018","Varies with device","Varies with device","8349","Larry Hernandez","64","North Dakota","121"
"215","2021-05-12","35","FreshBooks Classic","BUSINESS","4.1","1802","26M","100,000+","Free","0","Everyone","Business","April 18, 2018","1.7.14","4.2 and up","5177","Lisa Jimenez","44","Iowa","233"
"216","2021-05-12","232","QuickBooks Accounting: Invoicing & Expenses","BUSINESS","4.3","23175","41M","1,000,000+","Free","0","Everyone","Business","July 13, 2018","18.7","4.1 and up","7745","Jessica Campbell","19","Minnesota","160"
"217","2021-05-12","202","Asana: organize team projects","BUSINESS","4.3","20815","10M","1,000,000+","Free","0","Everyone","Business","July 26, 2018","6.4.4","5.0 and up","1328","Molly Cruz","41","Minnesota","176"
"218","2021-05-12","35","Xero Accounting Software","BUSINESS","3.5","2111","Varies with device","100,000+","Free","0","Everyone","Business","July 30, 2018","Varies with device","Varies with device","9681","Lisa Jimenez","44","Iowa","223"
"219","2021-05-12","145","MailChimp - Email, Marketing Automation","BUSINESS","4.1","5448","12M","500,000+","Free","0","Everyone","Business","July 25, 2018","4.9.1","5.0 and up","6510","Gary Scott","48","Maine","199"
"220","2021-05-12","390","Crew - Free Messaging and Scheduling","BUSINESS","4.6","4159","48M","500,000+","Free","0","Everyone","Business","July 20, 2018","6.1.2","4.0.3 and up","3240","Sandra Levy","42","Utah","95"
"221","2021-05-12","232","Fast Scanner : Free PDF Scan","BUSINESS","4.5","103755","14M","10,000,000+","Free","0","Everyone","Business","July 11, 2018","3.9.2","4.1 and up","4891","Jessica Campbell","19","Minnesota","103"
"222","2021-05-12","441","Google Analytics","BUSINESS","4.5","78662","22M","1,000,000+","Free","0","Everyone","Business","February 13, 2018","3.7.5","4.4 and up","5416","Madison Carter","29","Tennessee","35"
"223","2021-05-12","150","AdWords Express","BUSINESS","4.1","7149","11M","1,000,000+","Free","0","Everyone","Business","July 31, 2018","2.6.158","4.0 and up","998","Miss Michelle Lee","33","Wyoming","226"
"224","2021-05-12","477","Accounting App - Zoho Books","BUSINESS","4.5","3079","8.5M","100,000+","Free","0","Everyone","Business","August 2, 2018","5.20.7","4.1 and up","979","Charles Silva","54","Massachusetts","212"
"225","2021-05-12","90","Invoice & Time Tracking - Zoho","BUSINESS","4.6","5800","8.6M","100,000+","Free","0","Everyone","Business","August 2, 2018","5.20.7","4.1 and up","5918","Samuel Scott","38","Wyoming","196"
"226","2021-05-12","41","join.me - Simple Meetings","BUSINESS","4","6989","Varies with device","1,000,000+","Free","0","Everyone","Business","July 16, 2018","4.3.0.508","4.4 and up","10013","Samantha Ortiz","21","Vermont","185"
"227","2021-05-12","82","Invoice 2go — Professional Invoices and Estimates","BUSINESS","4.2","16422","28M","1,000,000+","Free","0","Everyone","Business","August 1, 2018","10.46.2","4.1 and up","5919","Michelle Pham","42","South Dakota","111"
"228","2021-05-12","442","HipChat - Chat Built for Teams","BUSINESS","3.8","5868","20M","500,000+","Free","0","Everyone","Business","July 3, 2018","3.19.005","4.1 and up","5692","Mike Garcia","23","Florida","215"
"229","2021-05-12","17","Tiny Scanner - PDF Scanner App","BUSINESS","4.7","286897","39M","10,000,000+","Free","0","Everyone","Business","May 30, 2017","1.2.6","3.0 and up","8987","Carmen Mack","27","Pennsylvania","60"
"230","2021-05-12","391","Zenefits","BUSINESS","4.2","296","14M","50,000+","Free","0","Everyone","Business","June 15, 2018","3.2.1","4.1 and up","9776","Holly Jennings","49","California","117"
"231","2021-05-12","92","Quick PDF Scanner + OCR FREE","BUSINESS","4.2","80805","Varies with device","5,000,000+","Free","0","Everyone","Business","February 26, 2018","Varies with device","4.0.3 and up","7744","Steven Fields","54","New York","163"
"232","2021-05-12","331","Jobs in Alabama - Jobs in Alba","BUSINESS","4.1","11622","Varies with device","5,000,000+","Free","0","Everyone","Business","July 26, 2018","Varies with device","Varies with device","5990","Dawn Conner","49","North Dakota","93"
"233","2021-05-12","5","Square Point of Sale - POS","BUSINESS","4.6","95912","Varies with device","5,000,000+","Free","0","Everyone","Business","July 30, 2018","Varies with device","Varies with device","8502","Kelly Mays MD","42","Utah","226"
"234","2021-05-12","463","Plugin:AOT v5.0","BUSINESS","3.1","4034","23k","100,000+","Free","0","Everyone","Business","September 11, 2015","3.0.1.11 (Build 311)","2.2 and up","7558","Wayne Weaver","25","South Carolina","187"
"235","2021-05-12","108","Kariyer.net","BUSINESS","3.9","45964","16M","1,000,000+","Free","0","Everyone","Business","July 18, 2018","5.1.5","4.1 and up","6047","Joanne Lopez","18","Texas","100"
"236","2021-05-12","169","SEEK Job Search","BUSINESS","4.3","14955","Varies with device","1,000,000+","Free","0","Everyone","Business","July 30, 2018","Varies with device","Varies with device","8079","Nichole Jordan","42","West Virginia","136"
"237","2021-05-12","56","Become a Job - Find a job or advertise","BUSINESS","4.1","6903","14M","1,000,000+","Free","0","Everyone","Business","July 10, 2018","2.3.6","4.1 and up","2019","Austin Chandler","25","Texas","182"
"238","2021-05-12","332","ZOOM Cloud Meetings","BUSINESS","4.4","31614","37M","10,000,000+","Free","0","Everyone","Business","July 20, 2018","4.1.28165.0716","4.0 and up","9757","Kelly Richardson","60","Delaware","168"
"239","2021-05-12","221","Easy Installer - Apps On SD","BUSINESS","4.1","23055","Varies with device","5,000,000+","Free","0","Everyone","Business","June 8, 2018","Varies with device","Varies with device","4357","Angela Rodriguez","43","New Jersey","160"
"240","2021-05-12","314","Facebook Ads Manager","BUSINESS","4.1","19023","Varies with device","1,000,000+","Free","0","Everyone","Business","August 1, 2018","99.0.0.35.75","4.1 and up","4829","Anna Kim","45","Louisiana","124"
"241","2021-05-12","183","IndiaMART: Search Products, Buy, Sell & Trade","BUSINESS","4.5","207372","11M","5,000,000+","Free","0","Everyone","Business","August 2, 2018","12.2.4","4.0 and up","5875","Tony Hardin","46","Wisconsin","161"
"242","2021-05-12","479","ViettelPost express delivery","BUSINESS","4.4","1225","25M","100,000+","Free","0","Everyone","Business","August 1, 2018","1.0.6.8","4.1 and up","9344","Angela Grant","46","Maine","127"
"243","2021-05-12","248","Genius Scan - PDF Scanner","BUSINESS","4.4","42492","Varies with device","1,000,000+","Free","0","Everyone","Business","July 11, 2018","Varies with device","Varies with device","5325","Taylor Wilson","30","Nebraska","165"
"244","2021-05-12","301","Job Korea - Career Jobs","BUSINESS","4.3","10600","6.5M","1,000,000+","Free","0","Everyone","Business","August 1, 2018","2.5.6","4.0 and up","5987","Daniel Riggs","23","Vermont","86"
"245","2021-05-12","383","104 Looking for a job - looking for a job, looking for a job, looking for a part-time job, health checkup, resume, treatment room","BUSINESS","4.4","74359","25M","1,000,000+","Free","0","Everyone","Business","July 27, 2018","1.12.5","4.0 and up","515","Jessica James","22","Alaska","107"
"246","2021-05-12","348","Myanmar 2D/3D","BUSINESS","4.6","822","3.1M","100,000+","Free","0","Everyone","Business","June 8, 2018","1.5","4.0.3 and up","6964","Christopher Williams","28","Utah","111"
"247","2021-05-12","196","Quick PDF Scanner + OCR FREE","BUSINESS","4.2","80805","Varies with device","5,000,000+","Free","0","Everyone","Business","February 26, 2018","Varies with device","4.0.3 and up","7744","Michelle Stone","38","Wisconsin","216"
"248","2021-05-12","279","sABN","BUSINESS","4.4","2287","1.5M","1,000,000+","Free","0","Everyone","Business","March 26, 2018","4.9","2.2 and up","10079","Brett Thomas","54","South Carolina","172"
"249","2021-05-12","154","ATI Cargoes and Transportation","BUSINESS","4.7","4162","7.5M","100,000+","Free","0","Everyone","Business","July 24, 2018","0.9.4","4.0.3 and up","896","James Bailey","25","Wisconsin","40"
"250","2021-05-12","396","Secure Folder","BUSINESS","3.8","14760","8.6M","50,000,000+","Free","0","Everyone","Business","January 31, 2018","1.1.07.6","7.0 and up","8218","Elizabeth Davis","26","New York","217"
"251","2021-05-12","473","UPS Mobile","BUSINESS","3.9","23243","Varies with device","5,000,000+","Free","0","Everyone","Business","June 25, 2018","Varies with device","Varies with device","9181","Jose Avila","28","Arizona","242"
"252","2021-05-12","370","Y! Mobile menu","BUSINESS","4.3","9","1.2M","100,000+","Free","0","Everyone","Business","April 9, 2018","1.0.5","6.0 and up","9686","Michael Conway","49","New Jersey","136"
"253","2021-05-12","91","SignEasy | Sign and Fill PDF and other Documents","BUSINESS","4.3","8978","Varies with device","1,000,000+","Free","0","Everyone","Business","July 25, 2018","Varies with device","Varies with device","8294","Jeffrey Diaz","42","Idaho","158"
"254","2021-05-12","319","MyASUS - Service Center","BUSINESS","4.4","380837","7.3M","10,000,000+","Free","0","Everyone","Business","July 4, 2018","3.4.5","4.2 and up","6951","Michael Kim","22","Louisiana","218"
"255","2021-05-13","52","Fast Scanner : Free PDF Scan","BUSINESS","4.5","103755","14M","10,000,000+","Free","0","Everyone","Business","July 11, 2018","3.9.2","4.1 and up","4891","Kevin Carpenter","53","Wisconsin","248"
"256","2021-05-13","252","Tiny Scanner - PDF Scanner App","BUSINESS","4.7","286897","39M","10,000,000+","Free","0","Everyone","Business","May 30, 2017","1.2.6","3.0 and up","8987","Mary Klein","44","Minnesota","91"
"257","2021-05-13","386","Genius Scan - PDF Scanner","BUSINESS","4.4","42492","Varies with device","1,000,000+","Free","0","Everyone","Business","July 11, 2018","Varies with device","Varies with device","5325","Christopher Cannon","20","North Dakota","175"
"258","2021-05-13","22","Quick PDF Scanner + OCR FREE","BUSINESS","4.2","80804","Varies with device","5,000,000+","Free","0","Everyone","Business","February 26, 2018","Varies with device","4.0.3 and up","7744","Charlotte Schwartz","36","Minnesota","76"
"259","2021-05-13","406","Accounting App - Zoho Books","BUSINESS","4.5","3079","8.5M","100,000+","Free","0","Everyone","Business","August 2, 2018","5.20.7","4.1 and up","979","Amy Herrera","57","Delaware","125"
"260","2021-05-13","445","Invoice 2go — Professional Invoices and Estimates","BUSINESS","4.2","16422","28M","1,000,000+","Free","0","Everyone","Business","August 1, 2018","10.46.2","4.1 and up","5919","Amanda Curtis","40","New Hampshire","74"
"261","2021-05-13","81","join.me - Simple Meetings","BUSINESS","4","6989","Varies with device","1,000,000+","Free","0","Everyone","Business","July 16, 2018","4.3.0.508","4.4 and up","10013","Traci Wade","27","Colorado","179"
"262","2021-05-13","471","Invoice & Time Tracking - Zoho","BUSINESS","4.6","5800","8.6M","100,000+","Free","0","Everyone","Business","August 2, 2018","5.20.7","4.1 and up","5918","Jesus Simon PhD","30","Illinois","80"
"263","2021-05-13","42","Mobile Doc Scanner (MDScan) Lite","BUSINESS","4.2","46505","19M","1,000,000+","Free","0","Everyone","Business","August 2, 2018","3.4.49","4.1 and up","6745","Thomas Berg","52","Rhode Island","99"
"264","2021-05-13","205","SignEasy | Sign and Fill PDF and other Documents","BUSINESS","4.3","8978","Varies with device","1,000,000+","Free","0","Everyone","Business","July 25, 2018","Varies with device","Varies with device","8294","Kelly Collins","37","Arizona","183"
"265","2021-05-13","229","TurboScan: scan documents and receipts in PDF","BUSINESS","4.7","11442","6.8M","100,000+","Paid","$4.99","Everyone","Business","March 25, 2018","1.5.2","4.0 and up","9134","Steven Terry","42","New York","213"
"266","2021-05-13","247","Verify - Receipts & Expenses","BUSINESS","4.5","413","29M","10,000+","Free","0","Everyone","Business","July 25, 2018","2.0.19","5.0 and up","9311","Richard Jones","57","Alaska","62"
"267","2021-05-13","434","Docs To Go™ Free Office Suite","BUSINESS","4.1","217730","Varies with device","50,000,000+","Free","0","Everyone","Business","April 2, 2018","Varies with device","Varies with device","3821","Billy Watson","21","Connecticut","248"
"268","2021-05-13","449","OfficeSuite : Free Office + PDF Editor","BUSINESS","4.3","1002859","35M","100,000,000+","Free","0","Everyone","Business","August 2, 2018","9.7.14188","4.1 and up","7200","Benjamin Ward","45","Idaho","154"
"269","2021-05-13","41","Slack","BUSINESS","4.4","51510","Varies with device","5,000,000+","Free","0","Everyone","Business","August 2, 2018","Varies with device","Varies with device","8349","Samantha Ortiz","21","Vermont","234"
"270","2021-05-13","193","QuickBooks Accounting: Invoicing & Expenses","BUSINESS","4.3","23175","41M","1,000,000+","Free","0","Everyone","Business","July 13, 2018","18.7","4.1 and up","7745","Jonathan Moore","25","Iowa","104"
"271","2021-05-13","313","LINE WEBTOON - Free Comics","COMICS","4.5","1013635","Varies with device","10,000,000+","Free","0","Teen","Comics","July 31, 2018","Varies with device","Varies with device","6171","Debra Snyder","62","Maine","37"
"272","2021-05-13","50","Manga Master - Best manga & comic reader","COMICS","4.6","24005","4.9M","500,000+","Free","0","Adults only 18+","Comics","July 4, 2018","1.1.7.0","4.1 and up","6530","Donna Myers","26","Georgia","244"
"273","2021-05-13","274","GANMA! - All original stories free of charge for all original comics","COMICS","4.7","57106","27M","1,000,000+","Free","0","Teen","Comics","July 23, 2018","2.11.3","4.1 and up","5240","Jordan Smith","34","Washington","96"
"274","2021-05-13","81","Röhrich Werner Soundboard","COMICS","4.7","2249","32M","500,000+","Free","0","Everyone","Comics","November 16, 2017","1.08","4.0.3 and up","8048","Traci Wade","27","Colorado","198"
"275","2021-05-13","77","Unicorn Pokez - Color By Number","COMICS","4.8","516","12M","50,000+","Free","0","Everyone","Comics;Creativity","August 3, 2018","1.0.6","4.4 and up","9231","Amber Hinton","32","Washington","90"
"276","2021-05-13","210","AdWords Express","BUSINESS","4.1","7149","11M","1,000,000+","Free","0","Everyone","Business","July 31, 2018","2.6.158","4.0 and up","998","Amanda Vazquez","61","Wyoming","131"
"277","2021-05-13","449","Tiny Scanner Pro: PDF Doc Scan","BUSINESS","4.8","10295","39M","100,000+","Paid","$4.99","Everyone","Business","April 11, 2017","3.4.6","3.0 and up","8988","Benjamin Ward","45","Idaho","40"
"278","2021-05-13","271","MangaToon - Comics updated Daily","COMICS","3.9","834","15M","50,000+","Free","0","Mature 17+","Comics","August 1, 2018","1.0.8","4.1 and up","6535","Rhonda Bradley","57","Pennsylvania","86"
"279","2021-05-13","439","Google Analytics","BUSINESS","4.5","78662","22M","1,000,000+","Free","0","Everyone","Business","February 13, 2018","3.7.5","4.4 and up","5416","Brian Brooks","53","New Jersey","60"
"280","2021-05-13","353","Crew - Free Messaging and Scheduling","BUSINESS","4.6","4159","48M","500,000+","Free","0","Everyone","Business","July 20, 2018","6.1.2","4.0.3 and up","3240","Debbie Hardy","24","Texas","229"
"281","2021-05-13","145","Cisco Webex Meetings","BUSINESS","4.4","108741","28M","10,000,000+","Free","0","Everyone","Business","July 20, 2018","11.1.0","4.3 and up","3041","Gary Scott","48","Maine","60"
"282","2021-05-13","39","ZOOM Cloud Meetings","BUSINESS","4.4","31614","37M","10,000,000+","Free","0","Everyone","Business","July 20, 2018","4.1.28165.0716","4.0 and up","9757","Stephanie Schroeder","31","Montana","155"
"283","2021-05-13","126","ScreenMeet. Easy Phone Meeting","BUSINESS","4","624","9.0M","100,000+","Free","0","Everyone","Business","March 22, 2018","1.2.287","5.0 and up","8210","Mr. Ethan Allen","30","Hawaii","36"
"284","2021-05-13","116","Cisco Webex Teams","BUSINESS","4.2","1661","46M","100,000+","Free","0","Everyone","Business","August 2, 2018","3.0.4651","4.4 and up","3042","Grant Rice","63","Vermont","62"
"285","2021-05-13","88","Microsoft Remote Desktop","BUSINESS","4.2","97702","Varies with device","5,000,000+","Free","0","Everyone","Business","July 11, 2018","Varies with device","Varies with device","6693","Cheryl Haas","51","Mississippi","170"
"286","2021-05-13","50","Start Meeting","BUSINESS","4.1","308","14M","50,000+","Free","0","Everyone","Business","May 29, 2018","3.1.4.0","4.0.3 and up","8521","Donna Myers","26","Georgia","44"
"287","2021-05-13","209","join.me - Simple Meetings","BUSINESS","4","6989","Varies with device","1,000,000+","Free","0","Everyone","Business","July 16, 2018","4.3.0.508","4.4 and up","10013","Becky Moore","51","Nebraska","225"
"288","2021-05-13","58","ClickMeeting Webinars","BUSINESS","3.8","5211","26M","1,000,000+","Free","0","Everyone","Business","July 30, 2018","3.3.0","4.0 and up","3079","Brian Pearson","38","Iowa","240"
"289","2021-05-13","156","BlueJeans for Android","BUSINESS","3.9","1058","23M","500,000+","Free","0","Everyone","Business","June 29, 2018","2.22.397","5.0 and up","2200","Amanda Smith","63","South Dakota","50"
"290","2021-05-13","354","Skype for Business for Android","BUSINESS","3.9","78172","Varies with device","10,000,000+","Free","0","Everyone","Business","August 2, 2018","Varies with device","Varies with device","8346","Mikayla Downs","40","Kansas","70"
"291","2021-05-13","176","Asana: organize team projects","BUSINESS","4.3","20815","10M","1,000,000+","Free","0","Everyone","Business","July 26, 2018","6.4.4","5.0 and up","1328","Timothy Clark","57","Massachusetts","185"
"292","2021-05-13","223","Zenefits","BUSINESS","4.2","296","14M","50,000+","Free","0","Everyone","Business","June 15, 2018","3.2.1","4.1 and up","9776","Maria Bauer","63","Idaho","196"
"293","2021-05-13","216","Google Ads","BUSINESS","4.3","29313","20M","5,000,000+","Free","0","Everyone","Business","July 30, 2018","1.12.0","4.0.3 and up","5414","Richard Moore","46","Massachusetts","223"
"294","2021-05-13","238","Google My Business","BUSINESS","4.4","70991","Varies with device","5,000,000+","Free","0","Everyone","Business","July 24, 2018","2.19.0.204537701","4.4 and up","5432","Christina Lindsey","64","Rhode Island","150"
"295","2021-05-13","352","Slack","BUSINESS","4.4","51507","Varies with device","5,000,000+","Free","0","Everyone","Business","August 2, 2018","Varies with device","Varies with device","8349","Alicia Gomez","19","Pennsylvania","152"
"296","2021-05-13","449","FreshBooks Classic","BUSINESS","4.1","1802","26M","100,000+","Free","0","Everyone","Business","April 18, 2018","1.7.14","4.2 and up","5177","Benjamin Ward","45","Idaho","125"
"297","2021-05-13","24","Insightly CRM","BUSINESS","3.8","1383","51M","100,000+","Free","0","Everyone","Business","July 12, 2018","3.24.1","5.0 and up","5890","Jeremy Williams","61","Hawaii","138"
"298","2021-05-13","463","QuickBooks Accounting: Invoicing & Expenses","BUSINESS","4.3","23175","41M","1,000,000+","Free","0","Everyone","Business","July 13, 2018","18.7","4.1 and up","7745","Wayne Weaver","25","South Carolina","150"
"299","2021-05-13","218","HipChat - Chat Built for Teams","BUSINESS","3.8","5868","20M","500,000+","Free","0","Everyone","Business","July 3, 2018","3.19.005","4.1 and up","5692","Alison Brown","44","Iowa","93"
"300","2021-05-13","8","Xero Accounting Software","BUSINESS","3.5","2111","Varies with device","100,000+","Free","0","Everyone","Business","July 30, 2018","Varies with device","Varies with device","9681","Erik Shaw","62","New York","77"
"301","2021-05-13","53","MailChimp - Email, Marketing Automation","BUSINESS","4.1","5448","12M","500,000+","Free","0","Everyone","Business","July 25, 2018","4.9.1","5.0 and up","6510","Jonathan Harrison","57","Tennessee","215"
"302","2021-05-13","390","Box","BUSINESS","4.2","159872","Varies with device","10,000,000+","Free","0","Everyone","Business","July 31, 2018","Varies with device","Varies with device","2245","Sandra Levy","42","Utah","198"
"303","2021-05-14","361","WhatsApp Messenger","COMMUNICATION","4.4","69119316","Varies with device","1,000,000,000+","Free","0","Everyone","Communication","August 3, 2018","Varies with device","Varies with device","9541","Terry Nguyen","28","Kentucky","61"
"304","2021-05-14","431","Messenger – Text and Video Chat for Free","COMMUNICATION","4","56642847","Varies with device","1,000,000,000+","Free","0","Everyone","Communication","August 1, 2018","Varies with device","Varies with device","6665","Kimberly Dominguez","60","Arkansas","125"
"305","2021-05-14","333","Laftel - Watching and Announcing Snooping, Streaming","COMICS","4.6","4895","35M","100,000+","Free","0","Everyone","Comics","August 2, 2018","2.4.25","4.4 and up","6191","Rachael Davis","29","Wisconsin","201"
"306","2021-05-14","443","Hojiboy Tojiboyev Life Hacks","COMICS","5","15","37M","1,000+","Free","0","Everyone","Comics","June 26, 2018","2","4.0.3 and up","5701","Benjamin Smith","22","Utah","157"
"307","2021-05-14","455","think Comics","COMICS","4.4","1006","19M","50,000+","Free","0","Everyone","Comics","August 3, 2018","2.3.3","4.0.3 and up","10097","Kathleen Miller","43","Hawaii","197"
"308","2021-05-14","279","Best Wallpapers Backgrounds(100,000+ 4K HD)","COMICS","4.7","3596","7.8M","10,000+","Free","0","Teen","Comics","June 16, 2018","1.01","4.0.3 and up","2058","Brett Thomas","54","South Carolina","116"
"309","2021-05-14","224","Perfect Viewer","COMICS","4.4","51981","Varies with device","5,000,000+","Free","0","Everyone","Comics","August 1, 2018","4.2.0.2","2.3 and up","7425","Jennifer Fletcher","28","Wisconsin","50"
"310","2021-05-14","79","Messenger for SMS","COMMUNICATION","4.3","125257","17M","10,000,000+","Free","0","Teen","Communication","June 6, 2018","1.8.9","4.1 and up","6664","Thomas Cantrell","56","Massachusetts","202"
"311","2021-05-14","476","Memes Button","COMICS","4.4","5968","5.7M","1,000,000+","Free","0","Everyone","Comics","May 28, 2018","1.4","4.0 and up","6639","Mark Smith","27","Connecticut","167"
"312","2021-05-14","410","Google Chrome: Fast & Secure","COMMUNICATION","4.3","9642995","Varies with device","1,000,000,000+","Free","0","Everyone","Communication","August 1, 2018","Varies with device","Varies with device","5421","Traci Garcia","18","Oklahoma","133"
"313","2021-05-14","436","Firefox Browser fast & private","COMMUNICATION","4.4","3075028","Varies with device","100,000,000+","Free","0","Everyone","Communication","July 10, 2018","Varies with device","Varies with device","4965","Danielle Rivera","32","Wyoming","64"
"314","2021-05-14","304","Gmail","COMMUNICATION","4.3","4604324","Varies with device","1,000,000,000+","Free","0","Everyone","Communication","August 2, 2018","Varies with device","Varies with device","5369","Sara Richardson MD","27","Wyoming","79"
"315","2021-05-14","79","Hangouts","COMMUNICATION","4","3419249","Varies with device","1,000,000,000+","Free","0","Everyone","Communication","July 21, 2018","Varies with device","Varies with device","5618","Thomas Cantrell","56","Massachusetts","197"
"316","2021-05-14","300","Viber Messenger","COMMUNICATION","4.3","11334799","Varies with device","500,000,000+","Free","0","Everyone","Communication","July 18, 2018","Varies with device","Varies with device","9315","Larry Shaw","22","New York","182"
"317","2021-05-14","206","My Tele2","COMMUNICATION","4.3","158679","8.8M","5,000,000+","Free","0","Everyone","Communication","August 3, 2018","2.4.1","4.4 and up","6937","Jill Black","56","Illinois","67"
"318","2021-05-14","317","Yahoo Mail – Stay Organized","COMMUNICATION","4.3","4187998","16M","100,000,000+","Free","0","Everyone","Communication","July 18, 2018","5.29.3","4.4 and up","9693","Kelsey Williams","59","Mississippi","62"
"319","2021-05-14","49","imo beta free calls and text","COMMUNICATION","4.3","659395","11M","100,000,000+","Free","0","Everyone","Communication","June 7, 2018","9.8.000000010492","4.0 and up","10006","Rachel Soto","50","Washington","136"
"320","2021-05-14","271","imo free video calls and chat","COMMUNICATION","4.3","4785892","11M","500,000,000+","Free","0","Everyone","Communication","June 8, 2018","9.8.000000010501","4.0 and up","10007","Rhonda Bradley","57","Pennsylvania","155"
"321","2021-05-14","26","Contacts","COMMUNICATION","4.3","66602","Varies with device","50,000,000+","Free","0","Everyone","Communication","June 26, 2018","2.8.4.201036949","5.0 and up","3165","Richard Nguyen","23","Delaware","149"
"322","2021-05-14","205","Call Free – Free Call","COMMUNICATION","4.3","30209","15M","5,000,000+","Free","0","Everyone","Communication","July 28, 2018","1.3.4","4.1 and up","2817","Kelly Collins","37","Arizona","85"
"323","2021-05-14","91","Funny Jokes and Stories 2018","COMICS","4.2","21","6.7M","5,000+","Free","0","Everyone","Comics","March 31, 2018","1.3","4.0 and up","5207","Jeffrey Diaz","42","Idaho","236"
"324","2021-05-14","42","Messenger Lite: Free Calls & Messages","COMMUNICATION","4.4","1429035","Varies with device","100,000,000+","Free","0","Everyone","Communication","July 25, 2018","37.0.0.7.163","2.3 and up","6661","Thomas Berg","52","Rhode Island","148"
"325","2021-05-14","147","Web Browser & Explorer","COMMUNICATION","4","36901","6.6M","5,000,000+","Free","0","Everyone","Communication","July 4, 2018","11.8.6","4.0.3 - 7.1.1","9507","Steven Benton","63","Montana","66"
"326","2021-05-14","438","pixiv comic - everyone's manga app","COMICS","4.4","18814","Varies with device","1,000,000+","Free","0","Mature 17+","Comics","July 30, 2018","Varies with device","Varies with device","10068","Kenneth Patel","46","Alaska","192"
"327","2021-05-14","481","Manga AZ - Manga Comic Reader","COMICS","3.3","125","4.7M","5,000+","Free","0","Teen","Comics","July 24, 2018","1.0.4","4.0.3 and up","6527","Miguel Gomez","63","Colorado","90"
"328","2021-05-14","153","Buff Thun - Daily Free Webtoon / Comics / Web Fiction / Mini Game","COMICS","4.5","9952","38M","500,000+","Free","0","Everyone 10+","Comics","July 31, 2018","4.3.0","4.1 and up","2309","Andrea Harris","27","Indiana","202"
"329","2021-05-14","448","Manga Net – Best Online Manga Reader","COMICS","4.1","1010","11M","50,000+","Free","0","Mature 17+","Comics","July 7, 2018","1.5","4.1 and up","6531","Lori Jones","18","Wyoming","105"
"330","2021-05-14","170","Manga Rock - Best Manga Reader","COMICS","4.4","238970","28M","1,000,000+","Free","0","Teen","Comics","July 9, 2018","3.4.3_world","5.0 and up","6532","Peter Mills","27","Indiana","44"
"331","2021-05-14","33","Manga - read Thai translation","COMICS","4.6","302","2.2M","10,000+","Free","0","Teen","Comics","July 3, 2018","1","4.0 and up","6526","Wendy Ayala","20","North Dakota","129"
"332","2021-05-14","65","The Vietnam Story - Fun Stories","COMICS","4.5","438","3.4M","10,000+","Free","0","Everyone","Comics","December 27, 2017","1","2.3 and up","8905","Luis Payne","28","Wisconsin","147"
"333","2021-05-14","16","Dragon Ball Wallpaper - Ringtones","COMICS","4.7","73","8.3M","10,000+","Free","0","Everyone","Comics","July 23, 2018","1.9","4.0.3 and up","3939","Mrs. Maureen Marshall DVM","58","California","187"
