event_id,download_date,user_id,app,category,rating,reviews,app_size,installs,app_type,price,content_rating,genres,last_updated,current_version,android_version,app_id,user_name,user_age,user_location,time_spent_min
122,2021-04-02,606,Hush - Beauty for Everyone,BEAUTY,4.7,18900,17000000.0,500000,Free,0.0,Everyone,Beauty,2018-08-02,6.10.1,5.0 and up,5789,Kimberly Butler,62,Louisiana,199
123,2021-04-02,11,Gas Station,AUTO_AND_VEHICLES,4.0,1288,4500000.0,100000,Free,0.0,Everyone,Auto & Vehicles,2018-04-21,2.17,4.0 and up,5312,Kenneth Hays,61,Vermont,289
124,2021-04-02,257,"BestCam Selfie-selfie, beauty camera, photo editor",BEAUTY,3.9,1739,21000000.0,500000,Free,0.0,Everyone,Beauty,2018-07-12,1.0.6,4.0.3 and up,2062,John Sanchez,38,South Carolina,394
125,2021-04-02,16,All of the parking lot - National Park application (parking lot search / parking sharing / discount payment),AUTO_AND_VEHICLES,4.0,1754,14000000.0,500000,Free,0.0,Everyone,Auto & Vehicles,2018-06-02,2.3.4,4.0 and up,1163,Gregory Chan,58,Texas,344
126,2021-04-02,845,"Used car is the first car - used car purchase, used car quotation, dealer information to",AUTO_AND_VEHICLES,4.6,5097,19000000.0,1000000,Free,0.0,Everyone,Auto & Vehicles,2018-07-23,1.5.18,4.0.3 and up,9258,John Benson MD,47,Rhode Island,333
127,2021-04-02,273,auto fines,AUTO_AND_VEHICLES,4.6,31433,17000000.0,1000000,Free,0.0,Everyone,Auto & Vehicles,2018-08-02,1.40,4.0.3 and up,9835,Kyle Mays,26,New Jersey,392
128,2021-04-02,612,Inquiry Fines and Debits of Vehicles,AUTO_AND_VEHICLES,4.4,2680,2200000.0,500000,Free,0.0,Everyone,Auto & Vehicles,2018-03-20,1.03,4.0.3 and up,5886,Michael Moon,46,Missouri,276
129,2021-04-03,978,Anonymous caller detection,BOOKS_AND_REFERENCE,4.3,161,2700000.0,10000,Free,0.0,Everyone,Books & Reference,2018-07-13,1.0,2.3 and up,1257,Robert Nunez,37,Illinois,340
130,2021-04-03,485,Oxford Dictionary of English : Free,BOOKS_AND_REFERENCE,4.1,363934,7100000.0,10000000,Free,0.0,Everyone,Books & Reference,2018-07-11,9.1.363,4.1 and up,7300,Randy Durham,62,Wisconsin,306
131,2021-04-03,243,Offline: English to Tagalog Dictionary,BOOKS_AND_REFERENCE,4.7,967,6700000.0,500000,Free,0.0,Everyone,Books & Reference,2018-08-04,1.1.6,4.0.3 and up,7212,Alexandra Wheeler,54,Georgia,149
132,2021-04-03,218,Spanish English Translator,BOOKS_AND_REFERENCE,4.2,87873,0.0,10000000,Free,0.0,Teen,Books & Reference,2018-05-28,Varies with device,Varies with device,8457,David Oconnell,64,Rhode Island,207
133,2021-04-03,759,FamilySearch Tree,BOOKS_AND_REFERENCE,4.3,17506,17000000.0,1000000,Free,0.0,Everyone,Books & Reference,2018-07-20,2.3.18,4.1 and up,4858,Lisa Lewis PhD,21,Mississippi,224
134,2021-04-03,219,Cloud of Books,BOOKS_AND_REFERENCE,3.3,1862,19000000.0,1000000,Free,0.0,Everyone,Books & Reference,2018-04-27,2.2.5,4.1 and up,3086,Katie Wood,62,Louisiana,248
135,2021-04-03,674,Recipes of Prophetic Medicine for free,BOOKS_AND_REFERENCE,4.6,2084,6700000.0,500000,Free,0.0,Everyone,Books & Reference,2018-05-17,15.0,2.3 and up,7890,Brandon Williams,32,California,398
136,2021-04-03,288,ReadEra – free ebook reader,BOOKS_AND_REFERENCE,4.8,47303,21000000.0,1000000,Free,0.0,Everyone,Books & Reference,2018-06-02,18.05.31+530,4.1 and up,7860,John Noble Jr.,51,New Mexico,170
137,2021-04-03,479,NOOK App for NOOK Devices,BOOKS_AND_REFERENCE,4.7,19080,0.0,500000,Free,0.0,Everyone,Books & Reference,2018-04-25,Varies with device,Varies with device,7010,Henry Tucker,63,Utah,200
138,2021-04-03,798,Ebook Reader,BOOKS_AND_REFERENCE,4.1,85842,37000000.0,5000000,Free,0.0,Everyone,Books & Reference,2018-06-25,5.0.6,4.0 and up,4381,Jasmine Roberts,46,New Jersey,111
139,2021-04-03,140,Offline English Dictionary,BOOKS_AND_REFERENCE,4.2,860,13000000.0,100000,Free,0.0,Everyone,Books & Reference,2018-07-17,1.0,4.0.3 and up,7209,Kevin Rodgers,52,South Dakota,222
140,2021-04-03,581,Read books online,BOOKS_AND_REFERENCE,4.1,91615,23000000.0,5000000,Free,0.0,Mature 17+,Books & Reference,2018-06-29,3.12,4.1 and up,7857,Deborah Hunter,20,Colorado,294
141,2021-04-03,974,English to Urdu Dictionary,BOOKS_AND_REFERENCE,4.6,4620,19000000.0,500000,Free,0.0,Everyone,Books & Reference,2017-11-23,2.0,4.0.3 and up,4486,Michael Vang,20,Colorado,227
142,2021-04-03,462,eBoox: book reader fb2 epub zip,BOOKS_AND_REFERENCE,4.7,21336,23000000.0,1000000,Free,0.0,Everyone,Books & Reference,2018-06-20,1.28,3.0 and up,9923,Matthew Cooper,59,Alaska,277
143,2021-04-03,787,English Persian Dictionary,BOOKS_AND_REFERENCE,4.5,26875,73000000.0,500000,Free,0.0,Everyone,Books & Reference,2018-08-01,6.0.8,4.0.3 and up,4479,Danielle George,19,Texas,310
144,2021-04-03,976,Flybook,BOOKS_AND_REFERENCE,3.9,1778,4900000.0,500000,Free,0.0,Mature 17+,Books & Reference,2014-10-16,1.0.3,2.1 and up,5059,Brandi Medina,53,Tennessee,340
145,2021-04-03,214,All Maths Formulas,BOOKS_AND_REFERENCE,4.4,2709,6800000.0,1000000,Free,0.0,Everyone,Books & Reference,2018-07-11,1.9,4.4 and up,1153,Nicholas Brown,55,Montana,256
146,2021-04-03,973,HTC Help,BOOKS_AND_REFERENCE,4.2,8342,0.0,10000000,Free,0.0,Everyone,Books & Reference,2017-08-28,9.00.950462,7.0 and up,5577,Katie Fisher,33,Georgia,315
147,2021-04-03,928,English translation from Bengali,BOOKS_AND_REFERENCE,4.5,527,2900000.0,100000,Free,0.0,Everyone,Books & Reference,2018-03-31,14.0,4.0 and up,4487,David Morgan,28,Florida,365
148,2021-04-03,679,Pdf Book Download - Read Pdf Book,BOOKS_AND_REFERENCE,4.4,1322,3500000.0,100000,Free,0.0,Everyone,Books & Reference,2018-05-28,6.0,4.0.3 and up,7404,Jamie Baldwin,58,Arizona,253
149,2021-04-03,98,Free Book Reader,BOOKS_AND_REFERENCE,3.4,1680,4000000.0,100000,Free,0.0,Everyone,Books & Reference,2016-08-20,3.05,4.0.3 and up,5115,Christopher Chavez,41,Nevada,383
150,2021-04-03,827,Litnet - E-books,BOOKS_AND_REFERENCE,4.6,7831,15000000.0,100000,Free,0.0,Teen,Books & Reference,2018-07-04,1.2.3,4.0 and up,6333,Alyssa Martinez,36,New Jersey,104
151,2021-04-03,916,AlReader -any text book reader,BOOKS_AND_REFERENCE,4.6,90468,5900000.0,5000000,Free,0.0,Everyone,Books & Reference,2018-05-27,1.911805270,2.3 and up,1118,Brooke Fuentes,53,Vermont,91
152,2021-04-03,844,Ancestry,BOOKS_AND_REFERENCE,4.3,64513,0.0,5000000,Free,0.0,Everyone,Books & Reference,2018-07-31,Varies with device,Varies with device,1211,Valerie Brady,57,Utah,382
153,2021-04-03,271,Free Books - Spirit Fanfiction and Stories,BOOKS_AND_REFERENCE,4.8,116507,5000000.0,1000000,Free,0.0,Teen,Books & Reference,2018-08-01,2.0.075,4.0.3 and up,5116,Dakota White,54,Wyoming,248
154,2021-04-03,786,"Secrets of beauty, youth and health",BEAUTY,4.3,77,2900000.0,10000,Free,0.0,Mature 17+,Beauty,2017-08-08,2.0,2.3 and up,8217,Susan Spencer,63,Vermont,334
155,2021-04-03,533,Recipes and tips for losing weight,BEAUTY,4.3,35,3100000.0,10000,Free,0.0,Everyone 10+,Beauty,2017-12-11,2.0,3.0 and up,7888,Garrett Edwards,23,Florida,182
156,2021-04-03,271,Discover Color,BEAUTY,4.0,364,6400000.0,100000,Free,0.0,Everyone,Beauty,2018-05-24,1.1,4.0.3 and up,3795,Dakota White,54,Wyoming,364
157,2021-04-03,882,Eyeliner step by step 2018,BEAUTY,4.3,18,3200000.0,5000,Free,0.0,Everyone,Beauty,2018-06-01,1.2.13,4.0.3 and up,4581,Antonio Landry,58,Missouri,370
158,2021-04-03,260,Dresses Ideas & Fashions +3000,BEAUTY,4.5,473,8200000.0,100000,Free,0.0,Mature 17+,Beauty,2017-03-01,1.0.2.0,1.6 and up,3965,Kristin Lee,47,Massachusetts,223
159,2021-04-03,149,"Lady adviser (beauty, health)",BEAUTY,4.3,30,9900000.0,10000,Free,0.0,Mature 17+,Beauty,2018-01-24,3.0,3.0 and up,6190,Christina James,19,Indiana,392
160,2021-04-03,538,Step By Step Hairstyles For Women,BEAUTY,4.1,66,2900000.0,10000,Free,0.0,Everyone,Beauty,2018-04-05,3.1.89,4.0.3 and up,8531,Joshua Webster,43,South Carolina,112
161,2021-04-03,306,Rainbow Camera,BEAUTY,3.7,3871,23000000.0,1000000,Free,0.0,Everyone,Beauty,2018-07-30,2.2.0,4.0 and up,7839,Morgan Rowland,27,New Mexico,114
162,2021-04-03,600,Methods of teeth whitening,BEAUTY,4.7,257,4600000.0,50000,Free,0.0,Everyone,Beauty,2017-08-07,1.0,4.0.3 and up,6671,Christopher Smith,58,Indiana,106
163,2021-04-03,371,Girls hairstyles 2018,BEAUTY,4.2,62,3100000.0,10000,Free,0.0,Everyone,Beauty,2018-05-28,1.9.2,4.0.3 and up,5355,Scott Matthews,27,Kentucky,242
164,2021-04-03,500,Wattpad 📖 Free Books,BOOKS_AND_REFERENCE,4.6,2914724,0.0,100000000,Free,0.0,Teen,Books & Reference,2018-08-01,Varies with device,Varies with device,9475,Erika Brown,40,Louisiana,175
165,2021-04-03,967,Google Play Books,BOOKS_AND_REFERENCE,3.9,1433233,0.0,1000000000,Free,0.0,Teen,Books & Reference,2018-08-03,Varies with device,Varies with device,5438,Sharon Mathis,43,Maryland,117
166,2021-04-03,494,Download free book with green book,BOOKS_AND_REFERENCE,4.6,4478,9500000.0,100000,Free,0.0,Everyone 10+,Books & Reference,2017-07-31,1.1,4.0 and up,3871,Kevin Holder,31,Georgia,153
167,2021-04-03,171,E-Book Read - Read Book for free,BOOKS_AND_REFERENCE,4.5,1857,4900000.0,50000,Free,0.0,Everyone,Books & Reference,2018-08-03,1.3.2,4.4 and up,4017,Lisa Lam,18,Vermont,263
168,2021-04-03,695,FBReader: Favorite Book Reader,BOOKS_AND_REFERENCE,4.5,203130,0.0,10000000,Free,0.0,Everyone,Books & Reference,2018-06-28,Varies with device,Varies with device,4621,Nancy Kelly,19,Massachusetts,201
169,2021-04-03,620,Book store,BOOKS_AND_REFERENCE,4.4,22486,5400000.0,1000000,Free,0.0,Teen,Books & Reference,2018-06-06,3.2.1,4.0 and up,2229,Travis Lowe,48,Arizona,98
170,2021-04-03,984,Free Panda Radio Music,BOOKS_AND_REFERENCE,4.5,418,4200000.0,100000,Free,0.0,Everyone,Books & Reference,2018-03-27,2.1,4.1 and up,5137,Bradley Howell,52,Louisiana,311
171,2021-04-03,542,English Grammar Complete Handbook,BOOKS_AND_REFERENCE,4.6,1435,2800000.0,500000,Free,0.0,Everyone,Books & Reference,2018-01-21,1.0,4.0 and up,4476,Lisa Werner,62,Rhode Island,150
172,2021-04-03,348,Dictionary - Merriam-Webster,BOOKS_AND_REFERENCE,4.5,454060,0.0,10000000,Free,0.0,Everyone,Books & Reference,2018-05-18,Varies with device,Varies with device,3760,Michael Smith,26,Iowa,164
173,2021-04-03,674,Cool Reader,BOOKS_AND_REFERENCE,4.5,246315,0.0,10000000,Free,0.0,Everyone,Books & Reference,2015-07-17,Varies with device,1.5 and up,3186,Brandon Williams,32,California,182
174,2021-04-03,175,Amazon Kindle,BOOKS_AND_REFERENCE,4.2,814080,0.0,100000000,Free,0.0,Teen,Books & Reference,2018-07-27,Varies with device,Varies with device,1185,Diana Olson,51,Nebraska,396
175,2021-04-03,45,Wikipedia,BOOKS_AND_REFERENCE,4.4,577550,0.0,10000000,Free,0.0,Everyone,Books & Reference,2018-08-02,Varies with device,Varies with device,9596,Mitchell Brooks,64,Pennsylvania,317
176,2021-04-03,893,NOOK: Read eBooks & Magazines,BOOKS_AND_REFERENCE,4.5,155446,0.0,10000000,Free,0.0,Teen,Books & Reference,2018-04-25,Varies with device,Varies with device,7012,Aaron Murphy,60,Oklahoma,223
177,2021-04-04,40,My Space - Employment Center,BUSINESS,4.5,67000,0.0,1000000,Free,0.0,Everyone,Business,2018-07-17,Varies with device,4.3 and up,6928,David Lowe,48,Wyoming,252
178,2021-04-04,697,Become a Job - Find a job or advertise,BUSINESS,4.1,6903,14000000.0,1000000,Free,0.0,Everyone,Business,2018-07-10,2.3.6,4.1 and up,2019,Natalie Dean,45,South Carolina,193
179,2021-04-04,682,Box,BUSINESS,4.2,159872,0.0,10000000,Free,0.0,Everyone,Business,2018-07-31,Varies with device,Varies with device,2245,Misty Smith,18,Mississippi,118
180,2021-04-04,699,Polaris Office for LG,BUSINESS,4.2,30847,55000000.0,5000000,Free,0.0,Everyone,Business,2018-02-08,7.3.21,4.1 and up,7586,Douglas Watson,32,Texas,342
181,2021-04-04,635,Call Blocker,BUSINESS,4.6,188841,3200000.0,5000000,Free,0.0,Everyone,Business,2018-06-21,1.1.13,4.0 and up,2813,Ryan Miller,43,Ohio,195
182,2021-04-04,380,Square Point of Sale - POS,BUSINESS,4.6,95912,0.0,5000000,Free,0.0,Everyone,Business,2018-07-30,Varies with device,Varies with device,8502,Aaron Garcia,50,Michigan,295
183,2021-04-04,804,Plugin:AOT v5.0,BUSINESS,3.1,4034,23000.0,100000,Free,0.0,Everyone,Business,2015-09-11,3.0.1.11 (Build 311),2.2 and up,7558,Beverly Hill,63,Missouri,169
184,2021-04-04,403,Kariyer.net,BUSINESS,3.9,45964,16000000.0,1000000,Free,0.0,Everyone,Business,2018-07-18,5.1.5,4.1 and up,6047,Jeffrey Acevedo,24,Kansas,398
185,2021-04-04,53,SEEK Job Search,BUSINESS,4.3,14955,0.0,1000000,Free,0.0,Everyone,Business,2018-07-30,Varies with device,Varies with device,8079,Leroy Campbell,59,South Carolina,267
186,2021-04-04,680,ZOOM Cloud Meetings,BUSINESS,4.4,31614,37000000.0,10000000,Free,0.0,Everyone,Business,2018-07-20,4.1.28165.0716,4.0 and up,9757,John Velez,38,Mississippi,253
187,2021-04-04,21,MyASUS - Service Center,BUSINESS,4.4,380837,7300000.0,10000000,Free,0.0,Everyone,Business,2018-07-04,3.4.5,4.2 and up,6951,Andrew Barnes,31,Iowa,298
188,2021-04-04,324,Facebook Ads Manager,BUSINESS,4.1,19023,0.0,1000000,Free,0.0,Everyone,Business,2018-08-01,99.0.0.35.75,4.1 and up,4829,Christopher Pacheco,59,Washington,358
189,2021-04-04,767,"IndiaMART: Search Products, Buy, Sell & Trade",BUSINESS,4.5,207372,11000000.0,5000000,Free,0.0,Everyone,Business,2018-08-02,12.2.4,4.0 and up,5875,Taylor Williams,35,Alabama,270
190,2021-04-04,444,ViettelPost express delivery,BUSINESS,4.4,1225,25000000.0,100000,Free,0.0,Everyone,Business,2018-08-01,1.0.6.8,4.1 and up,9344,Anthony Garcia,37,Nevada,312
191,2021-04-04,336,OfficeSuite Pro + PDF (Trial),BUSINESS,4.2,88073,0.0,10000000,Free,0.0,Everyone,Business,2018-07-09,Varies with device,Varies with device,7201,Wanda Michael,36,Nebraska,147
192,2021-04-04,517,Job Korea - Career Jobs,BUSINESS,4.3,10600,6500000.0,1000000,Free,0.0,Everyone,Business,2018-08-01,2.5.6,4.0 and up,5987,Diane Krueger,50,South Carolina,193
193,2021-04-04,857,"104 Looking for a job - looking for a job, looking for a job, looking for a part-time job, health checkup, resume, treatment room",BUSINESS,4.4,74359,25000000.0,1000000,Free,0.0,Everyone,Business,2018-07-27,1.12.5,4.0 and up,515,Jessica Hawkins,22,Montana,113
194,2021-04-04,364,Myanmar 2D/3D,BUSINESS,4.6,822,3100000.0,100000,Free,0.0,Everyone,Business,2018-06-08,1.5,4.0.3 and up,6964,Stephanie Bailey,31,California,337
195,2021-04-04,109,Quick PDF Scanner + OCR FREE,BUSINESS,4.2,80805,0.0,5000000,Free,0.0,Everyone,Business,2018-02-26,Varies with device,4.0.3 and up,7744,Michael Sullivan,37,Louisiana,147
196,2021-04-04,925,sABN,BUSINESS,4.4,2287,1500000.0,1000000,Free,0.0,Everyone,Business,2018-03-26,4.9,2.2 and up,10079,Vincent Watkins,34,Nebraska,268
197,2021-04-04,724,ATI Cargoes and Transportation,BUSINESS,4.7,4162,7500000.0,100000,Free,0.0,Everyone,Business,2018-07-24,0.9.4,4.0.3 and up,896,Mrs. Sara Martinez,48,Idaho,361
198,2021-04-04,4,Easy Installer - Apps On SD,BUSINESS,4.1,23055,0.0,5000000,Free,0.0,Everyone,Business,2018-06-08,Varies with device,Varies with device,4357,Matthew Lloyd,55,Oregon,204
199,2021-04-04,336,Facebook Pages Manager,BUSINESS,4.0,1279184,0.0,50000000,Free,0.0,Everyone,Business,2018-08-02,Varies with device,Varies with device,4834,Wanda Michael,36,Nebraska,388
200,2021-04-04,86,Jobs in Alabama - Jobs in Alba,BUSINESS,4.1,11622,0.0,5000000,Free,0.0,Everyone,Business,2018-07-26,Varies with device,Varies with device,5990,Brandon Heath,32,Oklahoma,155
201,2021-04-04,932,Alba Heaven - Alvarez Job Portal Services,BUSINESS,4.0,8941,12000000.0,5000000,Free,0.0,Everyone,Business,2018-07-31,4.6.30,4.0.3 and up,1130,Elizabeth Kelley,64,Wyoming,164
202,2021-04-04,568,eBoox new: Reader for fb2 epub zip books,BOOKS_AND_REFERENCE,4.9,2739,21000000.0,50000,Free,0.0,Everyone,Books & Reference,2018-07-17,2.0,3.0 and up,9922,Kimberly Adams,40,Texas,241
203,2021-04-04,597,"Only 30 days in English, the guideline is guaranteed",BOOKS_AND_REFERENCE,4.6,1065,2300000.0,500000,Free,0.0,Everyone,Books & Reference,2018-06-16,1.5,3.0 and up,7255,Jonathan Johnson,61,New York,327
204,2021-04-04,974,Moon+ Reader,BOOKS_AND_REFERENCE,4.4,233757,0.0,10000000,Free,0.0,Everyone,Books & Reference,2018-05-01,Varies with device,Varies with device,6803,Michael Vang,20,Colorado,177
205,2021-04-04,512,SH-02J Owner's Manual (Android 8.0),BOOKS_AND_REFERENCE,4.3,2,7200000.0,50000,Free,0.0,Everyone,Books & Reference,2018-06-15,3.0,6.0 and up,8081,Michele Jones,48,Vermont,267
206,2021-04-04,737,English-Myanmar Dictionary,BOOKS_AND_REFERENCE,4.4,8788,10000000.0,1000000,Free,0.0,Everyone,Books & Reference,2018-07-28,2.5.3,4.0 and up,4490,Frederick Johnson,26,Idaho,158
207,2021-04-04,505,Golden Dictionary (EN-AR),BOOKS_AND_REFERENCE,4.4,51269,6100000.0,1000000,Free,0.0,Everyone,Books & Reference,2018-07-19,7.0.4.6,4.2 and up,5391,Anne Scott,22,Nebraska,382
208,2021-04-04,31,All Language Translator Free,BOOKS_AND_REFERENCE,4.4,30105,2100000.0,1000000,Free,0.0,Everyone,Books & Reference,2018-07-29,1.15,4.0.3 and up,1152,Eric Jordan,19,Massachusetts,185
209,2021-04-04,239,Azpen eReader,BOOKS_AND_REFERENCE,3.5,156,42000000.0,500000,Free,0.0,Everyone,Books & Reference,2018-02-15,3.1.7.9,2.2 and up,1420,Sean Smith,33,New Jersey,120
210,2021-04-04,378,URBANO V 02 instruction manual,BOOKS_AND_REFERENCE,4.3,114,7300000.0,100000,Free,0.0,Everyone,Books & Reference,2015-08-07,1.1,5.1 and up,9182,Jennifer Smith,54,West Virginia,322
211,2021-04-04,114,English Dictionary - Offline,BOOKS_AND_REFERENCE,4.4,341157,30000000.0,10000000,Free,0.0,Everyone 10+,Books & Reference,2018-03-20,3.9.1,4.2 and up,4475,Amber Henderson MD,37,Vermont,335
212,2021-04-04,504,Visual Voicemail by MetroPCS,BUSINESS,4.1,16129,0.0,10000000,Free,0.0,Everyone,Business,2018-07-30,Varies with device,Varies with device,9373,Dennis Elliott,30,Oklahoma,195
213,2021-04-04,173,SuperLivePro,BUSINESS,4.3,46353,21000000.0,1000000,Free,0.0,Everyone,Business,2016-04-13,2.8,1.5 and up,8625,Robert Garcia,44,Nevada,316
214,2021-04-04,993,Uber Driver,BUSINESS,4.4,1254730,0.0,10000000,Free,0.0,Everyone,Business,2018-08-03,Varies with device,Varies with device,9200,Dale Kent,18,Massachusetts,358
215,2021-04-04,47,ADP Mobile Solutions,BUSINESS,4.3,85185,29000000.0,5000000,Free,0.0,Everyone,Business,2018-07-17,3.4.2,5.0 and up,681,Jessica Estrada,32,Vermont,358
216,2021-04-04,784,Snag - Jobs Hiring Now,BUSINESS,4.3,32584,0.0,1000000,Free,0.0,Everyone,Business,2018-05-04,Varies with device,Varies with device,8384,Daniel Bird,54,North Carolina,185
217,2021-04-04,937,Docs To Go™ Free Office Suite,BUSINESS,4.1,217730,0.0,50000000,Free,0.0,Everyone,Business,2018-04-02,Varies with device,Varies with device,3821,Erin Montoya,35,Vermont,270
218,2021-04-04,475,Google My Business,BUSINESS,4.4,70991,0.0,5000000,Free,0.0,Everyone,Business,2018-07-24,2.19.0.204537701,4.4 and up,5432,Damon Daniels,34,Louisiana,94
219,2021-04-04,384,OfficeSuite : Free Office + PDF Editor,BUSINESS,4.3,1002861,35000000.0,100000000,Free,0.0,Everyone,Business,2018-08-02,9.7.14188,4.1 and up,7200,Sara Smith,44,Pennsylvania,164
220,2021-04-04,710,USPS MOBILE®,BUSINESS,3.9,16589,9100000.0,1000000,Free,0.0,Everyone,Business,2018-06-14,4.9.10,4.0.3 and up,9198,Brandon Davis,58,Wyoming,265
221,2021-04-04,869,Job Search by ZipRecruiter,BUSINESS,4.8,148945,25000000.0,1000000,Free,0.0,Everyone,Business,2018-07-19,5.2.8,5.0 and up,5988,Megan Phillips,49,Oklahoma,104
222,2021-04-04,479,Curriculum vitae App CV Builder Free Resume Maker,BUSINESS,4.5,4458,3900000.0,500000,Free,0.0,Everyone,Business,2018-07-08,3.3,4.1 and up,3266,Henry Tucker,63,Utah,268
223,2021-04-04,145,Google Primer,BUSINESS,4.4,62272,18000000.0,10000000,Free,0.0,Everyone,Business,2018-06-26,3.550.2,4.1 and up,5441,Kathryn Bailey,33,Georgia,152
224,2021-04-04,148,Indeed Job Search,BUSINESS,4.3,674730,0.0,50000000,Free,0.0,Everyone,Business,2018-05-21,Varies with device,Varies with device,5873,Chelsey Clark,39,Georgia,285
225,2021-04-05,425,Cisco Webex Teams,BUSINESS,4.2,1661,46000000.0,100000,Free,0.0,Everyone,Business,2018-08-02,3.0.4651,4.4 and up,3042,Sheila Sherman,51,Oregon,101
226,2021-04-05,473,ScreenMeet. Easy Phone Meeting,BUSINESS,4.0,624,9000000.0,100000,Free,0.0,Everyone,Business,2018-03-22,1.2.287,5.0 and up,8210,Mark Hill,45,Massachusetts,239
227,2021-04-05,300,ZOOM Cloud Meetings,BUSINESS,4.4,31614,37000000.0,10000000,Free,0.0,Everyone,Business,2018-07-20,4.1.28165.0716,4.0 and up,9757,Tara Chandler,28,Wisconsin,335
228,2021-04-05,710,Cisco Webex Meetings,BUSINESS,4.4,108741,28000000.0,10000000,Free,0.0,Everyone,Business,2018-07-20,11.1.0,4.3 and up,3041,Brandon Davis,58,Wyoming,224
229,2021-04-05,299,AdWords Express,BUSINESS,4.1,7149,11000000.0,1000000,Free,0.0,Everyone,Business,2018-07-31,2.6.158,4.0 and up,998,Michael Hughes,32,North Dakota,151
230,2021-04-05,186,join.me - Simple Meetings,BUSINESS,4.0,6989,0.0,1000000,Free,0.0,Everyone,Business,2018-07-16,4.3.0.508,4.4 and up,10013,Samantha Vazquez,44,North Carolina,164
231,2021-04-05,591,Invoice & Time Tracking - Zoho,BUSINESS,4.6,5800,8600000.0,100000,Free,0.0,Everyone,Business,2018-08-02,5.20.7,4.1 and up,5918,Alexis Smith,36,New Jersey,274
232,2021-04-05,167,Accounting App - Zoho Books,BUSINESS,4.5,3079,8500000.0,100000,Free,0.0,Everyone,Business,2018-08-02,5.20.7,4.1 and up,979,Thomas Terry,35,Pennsylvania,223
233,2021-04-05,622,Microsoft Remote Desktop,BUSINESS,4.2,97702,0.0,5000000,Free,0.0,Everyone,Business,2018-07-11,Varies with device,Varies with device,6693,Christopher Smith,37,Utah,347
234,2021-04-05,652,Invoice 2go — Professional Invoices and Estimates,BUSINESS,4.2,16422,28000000.0,1000000,Free,0.0,Everyone,Business,2018-08-01,10.46.2,4.1 and up,5919,David Bruce,48,Utah,372
235,2021-04-05,515,Start Meeting,BUSINESS,4.1,308,14000000.0,50000,Free,0.0,Everyone,Business,2018-05-29,3.1.4.0,4.0.3 and up,8521,Jean Hall,18,New Jersey,149
236,2021-04-05,643,Box,BUSINESS,4.2,159872,0.0,10000000,Free,0.0,Everyone,Business,2018-07-31,Varies with device,Varies with device,2245,Mary Martinez,53,Nevada,271
237,2021-04-05,959,ClickMeeting Webinars,BUSINESS,3.8,5211,26000000.0,1000000,Free,0.0,Everyone,Business,2018-07-30,3.3.0,4.0 and up,3079,Ryan Lewis,29,Kansas,292
238,2021-04-05,517,BlueJeans for Android,BUSINESS,3.9,1058,23000000.0,500000,Free,0.0,Everyone,Business,2018-06-29,2.22.397,5.0 and up,2200,Diane Krueger,50,South Carolina,286
239,2021-04-05,654,Skype for Business for Android,BUSINESS,3.9,78172,0.0,10000000,Free,0.0,Everyone,Business,2018-08-02,Varies with device,Varies with device,8346,Robert Anderson,56,Arizona,173
240,2021-04-05,13,Zenefits,BUSINESS,4.2,296,14000000.0,50000,Free,0.0,Everyone,Business,2018-06-15,3.2.1,4.1 and up,9776,Karen Hudson,23,Connecticut,338
241,2021-04-05,202,Google Ads,BUSINESS,4.3,29313,20000000.0,5000000,Free,0.0,Everyone,Business,2018-07-30,1.12.0,4.0.3 and up,5414,Diana Lopez,42,Massachusetts,362
242,2021-04-05,272,Google My Business,BUSINESS,4.4,70991,0.0,5000000,Free,0.0,Everyone,Business,2018-07-24,2.19.0.204537701,4.4 and up,5432,David Ayers,31,Maine,136
243,2021-04-05,36,Slack,BUSINESS,4.4,51507,0.0,5000000,Free,0.0,Everyone,Business,2018-08-02,Varies with device,Varies with device,8349,Mark Ortiz,47,Rhode Island,235
244,2021-04-05,122,FreshBooks Classic,BUSINESS,4.1,1802,26000000.0,100000,Free,0.0,Everyone,Business,2018-04-18,1.7.14,4.2 and up,5177,David White,44,Mississippi,311
245,2021-04-05,703,Insightly CRM,BUSINESS,3.8,1383,51000000.0,100000,Free,0.0,Everyone,Business,2018-07-12,3.24.1,5.0 and up,5890,Anthony Bowman,41,Vermont,287
246,2021-04-05,810,Google Analytics,BUSINESS,4.5,78662,22000000.0,1000000,Free,0.0,Everyone,Business,2018-02-13,3.7.5,4.4 and up,5416,Jeff Perez,25,Missouri,147
247,2021-04-05,205,join.me - Simple Meetings,BUSINESS,4.0,6989,0.0,1000000,Free,0.0,Everyone,Business,2018-07-16,4.3.0.508,4.4 and up,10013,Jeffrey Serrano,61,Montana,152
248,2021-04-05,697,QuickBooks Accounting: Invoicing & Expenses,BUSINESS,4.3,23175,41000000.0,1000000,Free,0.0,Everyone,Business,2018-07-13,18.7,4.1 and up,7745,Natalie Dean,45,South Carolina,283
249,2021-04-05,107,Asana: organize team projects,BUSINESS,4.3,20815,10000000.0,1000000,Free,0.0,Everyone,Business,2018-07-26,6.4.4,5.0 and up,1328,Robert Gomez,39,Pennsylvania,394
250,2021-04-05,151,"MailChimp - Email, Marketing Automation",BUSINESS,4.1,5448,12000000.0,500000,Free,0.0,Everyone,Business,2018-07-25,4.9.1,5.0 and up,6510,Brandon Miller,51,Oklahoma,157
