event_id,download_date,user_id,app,category,rating,reviews,app_size,installs,app_type,price,content_rating,genres,last_updated,current_version,android_version,app_id,user_details
427,2021-03-28,239,BT Position Sender - Bluetooth Position Sender,TOOLS,4.3,0,2900000.0,10,Free,0.0,Everyone,Tools,2018-07-03,1.2.0,4.4 and up,1777,"Danny Chambers, 62, Hawaii"
428,2021-03-28,110,Aegis BT,BUSINESS,4.8,16,4500000.0,500,Free,0.0,Everyone,Business,2017-09-06,1.0.10,4.1 and up,1044,"Daniel Cox, 59, Arizona"
430,2021-03-28,116,OSRAM BT Control,TOOLS,4.3,2,42000000.0,1000,Free,0.0,Everyone,Tools,2017-12-15,1.0.5,4.4 and up,7188,"Jennifer Williams, 52, Iowa"
431,2021-03-28,115,Vip视频免费看-BT磁力搜索,TOOLS,4.3,20,7900000.0,1000,Free,0.0,Everyone,Tools,2018-06-08,1.2,4.0 and up,9356,"Daniel Gaines, 59, Texas"
432,2021-03-28,892,AudioBT: BT audio GPS/SMS/Text,COMMUNICATION,3.4,198,219000.0,50000,Free,0.0,Everyone,Communication,2017-02-21,3.2.1,4.0 and up,1354,"Emily Vance, 56, Virginia"
433,2021-03-28,874,Jabbla BT,TOOLS,5.0,3,55000.0,100,Free,0.0,Everyone,Tools,2014-10-06,1.0,4.2 and up,5951,"Robert Walters, 61, California"
434,2021-03-28,850,BT Speed,SPORTS,4.3,3,948000.0,10,Paid,4.8,Everyone,Sports,2015-05-21,1.0.1,4.0.3 and up,1781,"Donald Alexander, 34, Iowa"
435,2021-03-28,18,USB BT Wi-Fi Color Terminal Modem,TOOLS,4.3,0,7300000.0,5,Paid,8.99,Everyone,Tools,2018-02-09,5.3,3.2 and up,9193,"Marc White, 22, Nebraska"
436,2021-03-28,296,SenseView BT Zephyr Sensor,TOOLS,4.3,37,323000.0,5000,Free,0.0,Everyone,Tools,2015-05-15,1.1.15205,2.2 and up,8235,"Sandy Lawrence, 22, Alaska"
437,2021-03-28,592,Bu the Baby Bunny - Cute pet care game,FAMILY,4.4,37122,89000000.0,1000000,Free,0.0,Everyone,Educational,2018-06-14,1.03,4.1 and up,2295,"Brian Peters, 14, Wyoming"
438,2021-03-28,304,Boston University Alumni,FAMILY,1.8,5,5200000.0,1000,Free,0.0,Everyone,Education,2017-12-02,4.0,4.4 and up,2241,"Alexander Pruitt, 17, Nebraska"
439,2021-03-28,84,BU Bus Tracker,MAPS_AND_NAVIGATION,4.2,57,15000000.0,10000,Free,0.0,Everyone,Maps & Navigation,2017-09-05,2.02,4.1 and up,1793,"Kevin Rogers, 28, Arizona"
440,2021-03-28,890,Battery Notifier Pro BT,TOOLS,4.7,1363,1600000.0,10000,Paid,2.59,Everyone,Tools,2017-06-07,2.5.18,1.6 and up,1968,"John Hess, 38, Indiana"
441,2021-03-28,734,kick the buddy,GAME,3.3,294,19000000.0,10000,Free,0.0,Everyone,Arcade,2018-07-19,1.0,3.0 and up,10016,"Carrie Gordon, 25, New Hampshire"
442,2021-03-28,574,BT Satmeter,TOOLS,4.3,0,2400000.0,100,Free,0.0,Everyone,Tools,2018-04-12,V2.3,4.3 and up,1779,"David Allen, 55, Maine"
443,2021-03-28,242,Autool BT-BOX,TOOLS,3.5,4,17000000.0,500,Free,0.0,Everyone,Tools,2018-05-12,1.0.1,4.3 and up,1372,"Michelle Shaw, 29, Hawaii"
444,2021-03-28,139,BitTorrent®- Torrent Downloads,VIDEO_PLAYERS,4.5,641219,0.0,10000000,Free,0.0,Everyone,Video Players & Editors,2018-07-26,5.2.2,4.1 and up,2117,"Christy White, 42, South Dakota"
445,2021-03-28,544,SW-100.tch by Callstel,COMMUNICATION,4.0,1926,716000.0,1000000,Free,0.0,Everyone,Communication,2015-12-16,1.3.20,2.2 and up,8115,"Jessica Crosby, 35, Georgia"
446,2021-03-28,189,BT App,NEWS_AND_MAGAZINES,4.3,24,14000000.0,1000,Free,0.0,Everyone,News & Magazines,2018-07-19,1.0.124,4.2 and up,1760,"Daisy Walker, 53, Montana"
447,2021-03-28,887,BT MeetMe with Dolby Voice,COMMUNICATION,3.6,437,12000000.0,100000,Free,0.0,Everyone,Communication,2018-07-13,2.66.5,5.0 and up,1768,"Diane Miller, 28, Nebraska"
448,2021-03-28,48,ProGrade BT,TOOLS,4.3,0,46000000.0,500,Free,0.0,Everyone,Tools,2018-04-27,1.0.2,4.3 and up,7654,"Leslie Hicks, 46, New Jersey"
449,2021-03-28,706,BT Share It,BUSINESS,4.7,12,13000000.0,500,Free,0.0,Everyone,Business,2018-05-16,3.4.2,4.4 and up,1780,"Stephen Salas, 32, Montana"
450,2021-03-28,91,Bluetooth Auto Connect,COMMUNICATION,3.9,20829,1900000.0,5000000,Free,0.0,Everyone,Communication,2017-11-17,4.5.4,3.0 and up,2202,"Andrew Pope, 26, Arkansas"
451,2021-03-28,325,Wifi BT Scanner,FAMILY,5.0,2,1200000.0,500,Free,0.0,Everyone,Education,2016-11-03,1.0,4.0.3 and up,9590,"Ronald Gaines, 63, Illinois"
452,2021-03-28,581,Ultimate Control BT,BUSINESS,4.6,14,4300000.0,500,Free,0.0,Everyone,Business,2018-06-06,3.3.2,4.4 and up,9211,"Daryl Salazar Jr., 34, North Carolina"
453,2021-03-28,814,BT Controller,TOOLS,3.9,4374,13000000.0,1000000,Free,0.0,Everyone,Tools,2018-06-25,3.1.3,4.2 and up,1764,"Luke Burke, 21, Virginia"
454,2021-03-28,73,BT Church,LIFESTYLE,4.9,26,8400000.0,1000,Free,0.0,Teen,Lifestyle,2018-06-25,3.8.0,4.1 and up,1762,"Christopher Davis, 27, Massachusetts"
455,2021-03-28,344,Mediatek SmartDevice,TOOLS,3.6,11187,7300000.0,1000000,Free,0.0,Everyone,Tools,2017-03-17,V1.7.6,4.0 and up,6612,"Dana Williams, 54, New York"
456,2021-03-28,62,LG BT Reader Plus,TOOLS,3.7,2992,585000.0,500000,Free,0.0,Everyone,Tools,2016-02-25,2.1.11,4.1 and up,6162,"Anthony Trevino, 19, Iowa"
457,2021-03-28,79,BT Mobile,MAPS_AND_NAVIGATION,3.9,22,3200000.0,1000,Free,0.0,Everyone,Maps & Navigation,2018-07-04,2.2,4.1 and up,1770,"Joseph Howard, 47, North Dakota"
458,2021-03-28,336,MagicLight BT,LIFESTYLE,2.7,135,6500000.0,10000,Free,0.0,Everyone,Lifestyle,2018-07-11,1.2.1,4.3 and up,6499,"Brandon Chavez, 58, Washington"
459,2021-03-28,480,Bluetooth Control BT->uC FREE,TOOLS,3.8,67,2700000.0,10000,Free,0.0,Everyone,Tools,2016-06-06,1.9.0,3.0 and up,2203,"Christopher Washington, 28, Nebraska"
460,2021-03-28,971,B.T.,NEWS_AND_MAGAZINES,2.8,636,1400000.0,100000,Free,0.0,Everyone,News & Magazines,2018-06-08,1.12.2,4.1 and up,1445,"Brian Jarvis, 50, Michigan"
461,2021-03-28,411,BT Remote (SPP) for Bluetooth,TOOLS,4.1,36,3100000.0,10000,Free,0.0,Everyone,Tools,2016-10-24,1.16,2.3.3 and up,1778,"Bill Green, 55, Missouri"
462,2021-03-28,582,BU Bookstore,SHOPPING,4.3,2,7600000.0,1000,Free,0.0,Everyone,Shopping,2018-03-19,3.0.2,4.1 and up,1792,"Heather Brown, 26, New Jersey"
463,2021-03-28,914,BU Study,FAMILY,5.0,7,5600000.0,10,Free,0.0,Everyone,Education,2017-12-07,1.0,4.0.3 and up,1802,"Helen Cook, 14, Missouri"
464,2021-03-28,468,BU Dental GoGoldman,TRAVEL_AND_LOCAL,4.3,0,18000000.0,100,Free,0.0,Everyone,Travel & Local,2017-09-01,1.2,4.4 and up,1795,"Alexander Floyd, 22, Indiana"
465,2021-03-28,904,Catholic La Bu Zo Kam,BOOKS_AND_REFERENCE,5.0,23,0.0,500,Free,0.0,Everyone,Books & Reference,2016-03-20,0.0.1,4.0 and up,2940,"Debra Johnston, 39, South Carolina"
466,2021-03-28,418,Bu Hangi Youtuber ?,GAME,4.3,31,26000000.0,1000,Free,0.0,Everyone,Trivia,2017-08-31,3.2.2dk,4.0.3 and up,2292,"Omar Hill, 63, North Dakota"
467,2021-03-28,531,Nedir Bu ?,GAME,4.3,0,33000000.0,10,Free,0.0,Everyone,Trivia,2018-03-18,3.1.6z,4.0.3 and up,7043,"Norma Wagner, 47, Indiana"
468,2021-03-28,495,Bu Hangi Film ?,FAMILY,4.3,3,25000000.0,100,Free,0.0,Everyone,Puzzle,2017-08-31,3.2.2dk,4.0.3 and up,2288,"Erin Wells, 28, Minnesota"
469,2021-03-28,982,Khrifa Hla Bu (Solfa),BOOKS_AND_REFERENCE,4.3,0,44000000.0,10,Free,0.0,Everyone,Books & Reference,2018-07-08,1.0,2.1 and up,6072,"Joshua Sims, 27, Georgia"
470,2021-03-28,372,Kick the Buddy,GAME,4.3,1004709,0.0,50000000,Free,0.0,Teen,Action,2018-07-05,Varies with device,4.4 and up,6075,"Chelsea Diaz, 50, Oregon"
471,2021-03-28,299,Bu Hangi Dizi ?,GAME,4.3,14,19000000.0,1000,Free,0.0,Everyone,Trivia,2018-05-04,3.1.7z,4.0.3 and up,2287,"Theresa Gordon, 44, Rhode Island"
472,2021-03-28,371,Kristian Hla Bu,BOOKS_AND_REFERENCE,4.8,238,27000000.0,10000,Free,0.0,Everyone,Books & Reference,2018-05-25,1.0,4.0 and up,6131,"Anthony Goodman, 25, Montana"
473,2021-03-28,8,SA HLA BU,BOOKS_AND_REFERENCE,4.7,119,1500000.0,1000,Free,0.0,Everyone,Books & Reference,2017-09-21,1.0,4.1 and up,8059,"Perry Mclaughlin, 22, Maryland"
474,2021-03-28,126,Bubble Witch 2 Saga,FAMILY,4.3,2838064,0.0,100000000,Free,0.0,Everyone,Casual,2018-08-06,Varies with device,Varies with device,2306,"Christine Stanton, 63, Kentucky"
475,2021-03-28,869,Büfe BU,LIFESTYLE,4.1,14,13000000.0,100,Free,0.0,Everyone,Lifestyle,2015-10-17,2.0,4.0.3 and up,2347,"Christopher Murray, 60, Pennsylvania"
476,2021-03-28,651,BV Mobile Apps,PRODUCTIVITY,5.0,3,4800000.0,100,Free,0.0,Everyone,Productivity,2018-06-05,2.0,4.2 and up,1815,"John Hernandez, 49, Idaho"
477,2021-03-28,207,BV,COMMUNICATION,5.0,3,1600000.0,100,Free,0.0,Everyone,Communication,2016-08-04,"1,01",3.0 and up,1808,"Evelyn Herman, 43, New York"
478,2021-03-28,908,Bacterial Vaginosis,HEALTH_AND_FITNESS,4.3,1,4900000.0,100,Free,0.0,Everyone,Health & Fitness,2018-02-21,1.2,4.0 and up,1898,"Nicholas King, 27, Minnesota"
479,2021-03-28,169,Bacterial Vaginosis 🇺🇸,HEALTH_AND_FITNESS,4.3,1,3500000.0,500,Free,0.0,Teen,Health & Fitness,2017-11-01,1.1,2.3 and up,1902,"Patrick Cole, 25, New York"
480,2021-03-28,359,Bacterial Vaginosis Symptoms & Treatment,MEDICAL,4.3,0,8700000.0,500,Free,0.0,Everyone,Medical,2018-01-18,1.1,4.0.3 and up,1900,"Susan Medina, 39, South Dakota"
481,2021-03-28,454,Bacteria Vaginosis,HEALTH_AND_FITNESS,4.0,4015,7700000.0,1000000,Free,0.0,Mature 17+,Health & Fitness,2017-04-27,6.0,3.0 and up,1897,"Jennifer Smith, 24, Maine"
482,2021-03-28,41,Bu Hangi Oyun ?,GAME,4.3,2,26000000.0,50,Free,0.0,Everyone,Word,2018-03-11,3.1.6z,4.0.3 and up,2290,"Julia Hunt, 38, Vermont"
483,2021-03-28,918,BU Alsace,BOOKS_AND_REFERENCE,4.3,3,4000000.0,100,Free,0.0,Everyone,Books & Reference,2017-10-03,3.1.1,2.3 and up,1789,"Jason Reed, 45, Louisiana"
484,2021-03-28,272,SkyTest BU/GU Lite,BUSINESS,2.9,28,20000000.0,500,Paid,17.99,Everyone,Business,2017-10-24,2.0.5,3.0 and up,8342,"Monica Gross, 57, Alaska"
485,2021-03-28,553,BU Library,FAMILY,3.5,4,21000000.0,1000,Free,0.0,Everyone,Education,2017-09-22,1.1,4.3 and up,1797,"Frances Adams, 61, New York"
486,2021-03-28,944,Bu Hangi Uygulama ?,FAMILY,4.3,1,24000000.0,10,Free,0.0,Everyone,Puzzle,2018-03-06,3.2.6z,4.0.3 and up,2291,"Angela Patel, 22, New Jersey"
487,2021-03-28,312,BU Questrom Launch,TRAVEL_AND_LOCAL,4.3,3,10000000.0,100,Free,0.0,Everyone,Travel & Local,2015-07-17,1.0.4,3.0 and up,1799,"Christina Morales, 41, Maine"
488,2021-03-28,322,sustainability@BU,LIFESTYLE,4.8,10,11000000.0,1000,Free,0.0,Everyone,Lifestyle,2018-01-18,4.2.7,4.1 and up,10087,"Isabella Thomas, 50, New Mexico"
489,2021-03-28,379,BU School of Public Health,TRAVEL_AND_LOCAL,4.3,0,29000000.0,10,Free,0.0,Everyone,Travel & Local,2018-05-20,1.4,4.4 and up,1800,"Taylor Juarez, 46, Arkansas"
490,2021-03-28,332,BU Mobile,FAMILY,4.5,472,4300000.0,10000,Free,0.0,Everyone,Education,2018-07-06,2.4.1,2.3.3 and up,1798,"Gabriela English, 26, Connecticut"
491,2021-03-28,196,Barisal University App-BU Face,FAMILY,5.0,100,10000000.0,1000,Free,0.0,Everyone,Education,2018-05-06,3.1.1,4.0.3 and up,1943,"Amanda Bradshaw, 57, Illinois"
492,2021-03-28,615,"Pu - Cute giant panda bear, baby pet care game",FAMILY,4.5,22167,88000000.0,1000000,Free,0.0,Everyone,Educational,2018-06-12,1.18,4.1 and up,7674,"Michael Gonzalez, 47, Idaho"
493,2021-03-28,898,BU Students' Rep. Council,FAMILY,4.7,38,5300000.0,500,Free,0.0,Everyone,Education,2018-07-05,5.45.0_713,4.0 and up,1801,"Bryan Joseph, 14, Wisconsin"
494,2021-03-28,95,EBook For SAP BW ON HANA Learning Free,FAMILY,4.3,0,10000000.0,50,Free,0.0,Everyone,Education,2018-04-02,1.0.1,4.0 and up,4043,"Tracy Beltran, 19, Michigan"
495,2021-03-28,196,On a Bu Pour Vous OBPV,LIFESTYLE,4.3,0,5400000.0,10,Free,0.0,Teen,Lifestyle,2018-02-06,3.0,4.1 and up,7235,"Amanda Bradshaw, 57, Illinois"
496,2021-03-28,270,BU Beauty Rooms,BEAUTY,4.3,1,6000000.0,50,Free,0.0,Everyone,Beauty,2017-02-17,1.0,4.4 and up,1790,"Jose Brooks, 32, Tennessee"
497,2021-03-28,350,Bu Hangi Firma?,FAMILY,4.3,8,26000000.0,100,Free,0.0,Everyone,Trivia;Education,2017-12-10,3.3.6z,4.0.3 and up,2289,"Adam Shaw, 16, Texas"
498,2021-03-28,148,BU Syllabus,FAMILY,4.5,38,6500000.0,1000,Free,0.0,Everyone,Education,2017-09-21,1.0.3,4.0.3 and up,1803,"Randy Harris, 54, Hawaii"
499,2021-03-28,151,Bu Hangi Ünlü?,GAME,4.3,1,19000000.0,10,Free,0.0,Everyone,Trivia,2018-06-09,3.3.7z,4.0.3 and up,2293,"Bradley Parker, 41, Louisiana"
500,2021-03-28,688,Bu Nedir ?,GAME,4.3,0,33000000.0,50,Free,0.0,Everyone,Trivia,2018-04-15,3.1.6z,4.0.3 and up,2294,"Michelle Conley, 37, New York"
501,2021-03-28,390,BU Bison Nation,SPORTS,3.5,4,40000000.0,100,Free,0.0,Everyone,Sports,2017-09-21,6.0.2,4.4 and up,1791,"David Williams, 35, Washington"
502,2021-03-28,767,Kim Bu Youtuber?,FAMILY,4.3,11,9200000.0,1000,Free,0.0,Everyone,Puzzle,2017-09-09,1.0,4.0 and up,6096,"Dana Carlson, 42, Pennsylvania"
503,2021-03-28,709,BU HANGİ ŞARKI ? - 2018,GAME,4.3,4,28000000.0,100,Free,0.0,Everyone,Trivia,2018-06-02,3.1.7z,4.0.3 and up,1796,"Monica Yu, 25, Tennessee"
504,2021-03-28,888,BU Calculator,FAMILY,4.6,69,3100000.0,1000,Free,0.0,Everyone,Education,2017-07-24,2.4,4.0.3 and up,1794,"Michael Hill, 61, Wisconsin"
505,2021-03-28,629,BX Memo,FAMILY,4.3,131,2000000.0,5000,Free,0.0,Everyone,Education,2016-11-17,3.3.1,2.2 and up,1843,"James Black, 32, Connecticut"
506,2021-03-28,720,Bixby Button Remapper - bxActions Pro / Coffee,TOOLS,3.9,319,25000.0,10000,Paid,2.99,Everyone,Tools,2017-04-28,1.00,7.0 and up,2128,"Kimberly Tanner, 64, Delaware"
507,2021-03-28,844,Bixby Button Remapper - bxActions,TOOLS,4.3,13064,4600000.0,1000000,Free,0.0,Everyone,Tools,2018-05-23,4.72,7.0 and up,2127,"John Nguyen, 58, Massachusetts"
508,2021-03-28,269,BZ Delivery,SHOPPING,4.3,1,6200000.0,500,Free,0.0,Everyone,Shopping,2018-01-15,1.1.0,4.0.3 and up,1851,"Jennifer Gay, 32, California"
509,2021-03-28,851,Badische Zeitung,NEWS_AND_MAGAZINES,3.9,262,22000000.0,10000,Free,0.0,Everyone,News & Magazines,2018-06-26,5.3,4.1 and up,1906,"Stephen Aguilar, 57, Virginia"
510,2021-03-28,645,Dragon BZ Wallpapers HD,PERSONALIZATION,4.3,5,17000000.0,1000,Free,0.0,Everyone,Personalization,2018-04-04,1.11,4.0 and up,3938,"Joshua Sutton, 30, Utah"
511,2021-03-28,665,bz Baselland E-Paper,NEWS_AND_MAGAZINES,4.2,69,25000000.0,5000,Free,0.0,Everyone,News & Magazines,2017-08-24,5.1.4,4.4 and up,9862,"Michael Haas, 36, New Hampshire"
512,2021-03-28,198,BZWBK24 mobile,FINANCE,4.5,64983,39000000.0,1000000,Free,0.0,Everyone,Finance,2018-06-18,5.0.1,4.1 and up,1862,"Carolyn Henson, 44, Arizona"
513,2021-03-28,795,BZ Dealer,PRODUCTIVITY,4.3,5,4600000.0,500,Free,0.0,Everyone,Productivity,2017-10-31,1.0.3,4.0.3 and up,1850,"Megan Johnson, 63, New Jersey"
514,2021-03-28,450,BZ Vesper-App,TRAVEL_AND_LOCAL,4.1,60,13000000.0,1000,Free,0.0,Everyone,Travel & Local,2015-08-06,1.0.2,2.3.3 and up,1858,"Shannon Holmes, 46, Iowa"
515,2021-03-28,676,BZ-Digital,NEWS_AND_MAGAZINES,4.3,4,36000000.0,100,Free,0.0,Everyone,News & Magazines,2018-03-05,2.4.1,4.4 and up,1860,"Sharon Barrett, 55, Vermont"
516,2021-03-28,562,Dragon BZ Super Wallpapers,FAMILY,4.2,12,13000000.0,1000,Free,0.0,Everyone,Entertainment,2018-01-16,1.0,4.0.3 and up,3937,"Thomas Jefferson, 54, Massachusetts"
517,2021-03-28,743,BZ Berner Oberländer,NEWS_AND_MAGAZINES,4.3,64,8500000.0,1000,Free,0.0,Everyone,News & Magazines,2018-08-03,7.5.9.1,4.1 and up,1846,"Brendan Brown, 28, Alaska"
518,2021-03-28,715,bz Basel E-Paper,NEWS_AND_MAGAZINES,4.3,72,25000000.0,5000,Free,0.0,Everyone,News & Magazines,2017-08-24,5.1.4,4.4 and up,9860,"Jacob Banks, 35, Connecticut"
519,2021-03-28,205,Südtirol2Go,MAPS_AND_NAVIGATION,3.3,555,31000000.0,50000,Free,0.0,Everyone,Maps & Navigation,2017-12-20,2.1.2,4.0 and up,8682,"Julie Petersen, 56, Illinois"
520,2021-03-28,226,TFO BZ Lessons,FAMILY,4.4,75,3700000.0,500,Free,0.0,Everyone,Education,2017-04-28,2.1.1,4.1 and up,8706,"Gloria Krueger, 15, California"
521,2021-03-28,848,BZ Langenthaler Tagblatt,VIDEO_PLAYERS,4.3,22,8500000.0,1000,Free,0.0,Everyone,Video Players & Editors,2018-08-03,7.5.9.1,4.1 and up,1853,"Jessica Hale, 44, New Mexico"
522,2021-03-28,611,City Driving Jeep Mania: Parking Passion 2018,FAMILY,4.4,36,24000000.0,10000,Free,0.0,Everyone,Simulation,2018-06-14,1.0,4.0 and up,3049,"Brandon Burns, 18, Hawaii"
523,2021-03-28,452,Sniper Gun Shot 3D: Impossible Missions,GAME,4.6,20,34000000.0,100,Free,0.0,Mature 17+,Action,2018-05-04,1.0,4.0 and up,8396,"Joshua Evans MD, 36, Nebraska"
524,2021-03-28,115,ePN Cashback AliExpress,SHOPPING,4.4,19212,6900000.0,500000,Free,0.0,Everyone,Shopping,2018-08-03,0.2.9.17,4.1 and up,9930,"Daniel Gaines, 59, Texas"
525,2021-03-28,784,24/7 BZ Reis,TRAVEL_AND_LOCAL,3.1,421,53000000.0,100000,Free,0.0,Everyone,Travel & Local,2018-03-09,4.4.15,4.1 and up,540,"Wendy Webb, 37, South Carolina"
526,2021-03-28,603,Elite Commando Shooting War,GAME,4.5,14,45000000.0,100,Free,0.0,Teen,Action,2018-06-29,1.0,4.0 and up,4445,"Tracy Mcintosh, 47, Iowa"
527,2021-03-28,826,BZ Langenthaler Tagblatt E-Paper,NEWS_AND_MAGAZINES,4.3,0,0.0,10,Free,0.0,Everyone,News & Magazines,2018-07-30,5.1.1,4.1 and up,1854,"Raymond Richards, 40, Delaware"
528,2021-03-28,60,Dragon B.Z Wallpapers,PERSONALIZATION,4.3,0,3800000.0,10,Free,0.0,Everyone,Personalization,2018-05-06,2.1,4.0.3 and up,3936,"Lee Clarke, 45, West Virginia"
529,2021-03-28,210,Elmo Calls by Sesame Street,FAMILY,3.9,6903,25000000.0,1000000,Free,0.0,Everyone,Educational;Pretend Play,2018-01-31,2.0.7,2.3 and up,4448,"Regina Curry, 20, Texas"
530,2021-03-28,326,Voxel - 3D Color by Number & Pixel Coloring Book,GAME,4.7,62561,53000000.0,1000000,Free,0.0,Everyone,Board,2018-07-31,2.4.11,4.1 and up,9393,"Pamela Odonnell, 18, Alaska"
531,2021-03-28,127,No.Diamond – Colors by Number,FAMILY,4.6,9016,24000000.0,1000000,Free,0.0,Everyone,Entertainment;Creativity,2018-08-06,0.9.34,4.1 and up,7126,"Julie Todd, 56, Kansas"
532,2021-03-28,489,BZ Reminder,BUSINESS,4.7,41625,5400000.0,1000000,Free,0.0,Everyone,Business,2017-12-21,2.3.4,4.1 and up,1855,"James Sparks, 37, Pennsylvania"
533,2021-03-28,146,B.Z. Live-Ticker,NEWS_AND_MAGAZINES,4.3,114,7700000.0,10000,Free,0.0,Everyone,News & Magazines,2018-05-25,1.6,4.2 and up,1446,"Mary Herring, 55, North Carolina"
534,2021-03-28,310,420 BZ Budeze Delivery,MEDICAL,5.0,2,11000000.0,100,Free,0.0,Mature 17+,Medical,2018-06-06,1.0.1,4.1 and up,578,"Claudia Davis, 48, Michigan"
535,2021-03-28,762,Weather BZ,WEATHER,4.4,8433,5600000.0,100000,Free,0.0,Everyone,Weather,2018-06-06,5.0.1 build 1,4.0 and up,9493,"Jacqueline Salazar, 27, Maine"
536,2021-03-28,326,BZ Reminder PRO,BUSINESS,4.8,726,5400000.0,1000,Paid,3.99,Everyone,Business,2017-12-20,2.3.3,4.1 and up,1856,"Pamela Odonnell, 18, Alaska"
537,2021-03-28,57,BZ Bingo,FAMILY,4.3,1,17000000.0,100,Free,0.0,Everyone,Entertainment,2018-04-03,1.3,4.0.3 and up,1848,"Debra Smith, 34, Wisconsin"
538,2021-03-28,70,Evasion.bz,SOCIAL,4.1,8,4400000.0,100,Free,0.0,Teen,Social,2017-07-14,0.0.9,4.1 and up,4527,"Angela Hammond, 36, North Dakota"
539,2021-03-28,141,BZ Berner Zeitung E-Paper,NEWS_AND_MAGAZINES,4.3,4,0.0,1000,Free,0.0,Everyone,News & Magazines,2018-07-30,5.1.1,4.1 and up,1847,"Nathan Hughes, 56, Hawaii"
540,2021-03-28,59,BZ-Smart,NEWS_AND_MAGAZINES,4.3,828,8200000.0,10000,Free,0.0,Everyone,News & Magazines,2017-10-10,1.98,2.3.3 and up,1861,"Charles Fitzpatrick, 35, Nevada"
541,2021-03-28,175,BZ Zombie VR,GAME,4.4,12,98000000.0,1000,Free,0.0,Mature 17+,Action,2018-02-07,1.4,4.4 and up,1859,"Frank Travis, 21, Illinois"
542,2021-03-28,478,BZ Conferencing,TOOLS,4.7,7,29000000.0,1000,Free,0.0,Everyone,Tools,2018-06-27,3.8.3,4.1 and up,1849,"John Smith, 42, Hawaii"
543,2021-03-28,74,GITZ.bz,SHOPPING,4.0,4,2400000.0,10,Free,0.0,Everyone,Shopping,2017-08-04,1.0,4.1 and up,5248,"Casey Norman, 61, Virginia"
544,2021-03-28,842,Berner Zeitung,NEWS_AND_MAGAZINES,3.4,736,8500000.0,50000,Free,0.0,Teen,News & Magazines,2018-08-03,7.5.9.1,4.1 and up,2037,"Courtney Mckay, 30, Florida"
545,2021-03-28,747,BZ Fingers,GAME,4.6,15,3200000.0,50,Free,0.0,Everyone,Arcade,2017-07-05,1.3,4.0.3 and up,1852,"John Hansen, 20, Oregon"
546,2021-03-28,736,bz Basellandschaftliche News,NEWS_AND_MAGAZINES,2.8,33,33000000.0,1000,Free,0.0,Everyone,News & Magazines,2018-06-06,1.4.0,5.0 and up,9863,"Sandy Stephens, 62, New Hampshire"
547,2021-03-28,761,Restaurantführer Südbaden,TRAVEL_AND_LOCAL,4.1,46,12000000.0,1000,Free,0.0,Everyone,Travel & Local,2017-01-11,2.0.0,4.0 and up,7943,"John Holt, 22, Pennsylvania"
548,2021-03-28,636,bz Basel News,NEWS_AND_MAGAZINES,2.2,23,33000000.0,1000,Free,0.0,Everyone,News & Magazines,2018-06-06,1.4.0,5.0 and up,9861,"Kenneth Schwartz, 61, Missouri"
549,2021-03-28,102,Contractor City Construction - Heavy Logistics,FAMILY,4.2,31,35000000.0,5000,Free,0.0,Everyone,Simulation,2018-06-12,1.01,4.0 and up,3169,"Erin Scott, 57, Connecticut"
550,2021-03-28,187,CA World '17,PRODUCTIVITY,3.7,7,18000000.0,1000,Free,0.0,Teen,Productivity,2018-06-10,7.17.2.0,5.0 and up,2390,"Karen Chung, 26, Colorado"
551,2021-03-28,414,CA DMV,TOOLS,4.2,5463,6000000.0,1000000,Free,0.0,Everyone,Tools,2017-08-25,4.0,4.1 and up,2379,"Robert Hernandez, 19, Tennessee"
552,2021-03-28,348,Save.ca,SHOPPING,3.7,2094,34000000.0,100000,Free,0.0,Everyone,Shopping,2018-07-02,4.8.18.12,4.1 and up,8181,"Sara Bates, 50, Nebraska"
553,2021-03-28,572,California Cop Assist CA Cop,PRODUCTIVITY,3.0,5,7000000.0,100,Paid,4.99,Everyone,Productivity,2014-02-11,1.3,2.2 and up,2812,"Megan Murray, 55, California"
554,2021-03-28,847,CA Laws 2018 (California Laws and Codes),BOOKS_AND_REFERENCE,3.9,56,38000000.0,5000,Free,0.0,Everyone,Books & Reference,2018-03-24,1.17,4.4 and up,2381,"Clifford Murray, 34, West Virginia"
555,2021-03-28,928,California Cameras - Traffic,TRAVEL_AND_LOCAL,4.0,305,5400000.0,10000,Free,0.0,Everyone,Travel & Local,2018-06-20,6.3.4,4.0.3 and up,2811,"David Jones, 56, Maryland"
556,2021-03-28,713,CA Speakers,LIFESTYLE,5.0,12,1200000.0,100,Paid,0.99,Teen,Lifestyle,2014-03-25,1.0,3.0 and up,2386,"Scott Kramer, 19, Vermont"
557,2021-03-28,907,Register.ca Mobile,PRODUCTIVITY,4.3,0,1200000.0,100,Free,0.0,Everyone,Productivity,2016-08-19,2.0,5.0 and up,7905,"Travis Mills, 49, Oregon"
558,2021-03-28,86,CB Radio Chat - for friends!,COMMUNICATION,4.0,17998,7900000.0,1000000,Free,0.0,Teen,Communication,2018-03-27,2.6.3,4.0 and up,2421,"Michael Kline, 30, Michigan"
559,2021-03-28,832,Truck Chat & CB for Truckers,MAPS_AND_NAVIGATION,2.7,89,2300000.0,10000,Free,0.0,Mature 17+,Maps & Navigation,2018-07-31,1.0.10.5,4.0.3 and up,9104,"Todd Brown, 32, Maine"
